county_fips,year,total_population,state_fips,death_drug_poisonings_unintentional,total_morphine_mg,state,county_name,mortality_rate,mean_mortality_rate_per_state_year,filled_mortality_rate
79,2007,12949.0,16,,8278742.100000001,ID,SHOSHONE,,8.524967498561411,8.524967498561411
79,2008,13031.0,16,,8174320.803862501,ID,SHOSHONE,,9.758606521350822,9.758606521350822
79,2009,12862.0,16,,8327528.1375,ID,SHOSHONE,,9.548974360281232,9.548974360281232
79,2010,12749.0,16,,8726021.5875,ID,SHOSHONE,,9.922441734337239,9.922441734337239
79,2011,12662.0,16,,8607737.1263625,ID,SHOSHONE,,8.180505759440655,8.180505759440655
79,2012,12703.0,16,,8753847.225,ID,SHOSHONE,,9.781221425167935,9.781221425167935
79,2013,12673.0,16,,9017147.25,ID,SHOSHONE,,15.705161617095124,15.705161617095124
79,2014,12375.0,16,,8684983.8375,ID,SHOSHONE,,11.596172096648308,11.596172096648308
79,2015,12440.0,16,,7339687.59,ID,SHOSHONE,,14.674401265677306,14.674401265677306
81,2006,8270.0,16,,1078277.145,ID,TETON,,9.034521721686055,9.034521721686055
81,2007,8932.0,16,,1559596.65,ID,TETON,,8.524967498561411,8.524967498561411
81,2008,9627.0,16,,2009551.0875000001,ID,TETON,,9.758606521350822,9.758606521350822
81,2009,10041.0,16,,1892050.020225,ID,TETON,,9.548974360281232,9.548974360281232
81,2010,10151.0,16,,1924221.570225,ID,TETON,,9.922441734337239,9.922441734337239
81,2011,10161.0,16,,1994812.605225,ID,TETON,,8.180505759440655,8.180505759440655
81,2012,10125.0,16,,2034726.5438625,ID,TETON,,9.781221425167935,9.781221425167935
81,2013,10399.0,16,,2051737.8788625,ID,TETON,,15.705161617095124,15.705161617095124
81,2014,10436.0,16,,2137021.695225,ID,TETON,,11.596172096648308,11.596172096648308
81,2015,10725.0,16,,2014427.775,ID,TETON,,14.674401265677306,14.674401265677306
83,2006,71974.0,16,,19766564.3603625,ID,TWIN FALLS,,9.034521721686055,9.034521721686055
83,2007,73738.0,16,,22719039.7299375,ID,TWIN FALLS,,8.524967498561411,8.524967498561411
83,2008,75143.0,16,,25338318.0603,ID,TWIN FALLS,,9.758606521350822,9.758606521350822
83,2009,76271.0,16,,30279849.0954375,ID,TWIN FALLS,,9.548974360281232,9.548974360281232
83,2010,77545.0,16,,35778264.5068125,ID,TWIN FALLS,,9.922441734337239,9.922441734337239
83,2011,78100.0,16,,40075018.6990875,ID,TWIN FALLS,,8.180505759440655,8.180505759440655
83,2012,78550.0,16,,43007200.3245375,ID,TWIN FALLS,,9.781221425167935,9.781221425167935
83,2013,79894.0,16,,45282067.590450004,ID,TWIN FALLS,,15.705161617095124,15.705161617095124
83,2014,80986.0,16,,45859553.814075,ID,TWIN FALLS,,11.596172096648308,11.596172096648308
83,2015,82245.0,16,13.0,44783933.220000006,ID,TWIN FALLS,15.806432001945408,14.674401265677306,15.806432001945408
85,2006,9480.0,16,,2053208.8845000002,ID,VALLEY,,9.034521721686055,9.034521721686055
85,2007,9929.0,16,,2593662.375,ID,VALLEY,,8.524967498561411,8.524967498561411
85,2008,10060.0,16,,2641249.125,ID,VALLEY,,9.758606521350822,9.758606521350822
85,2009,9975.0,16,,3320436.1875,ID,VALLEY,,9.548974360281232,9.548974360281232
85,2010,9788.0,16,,3868979.5125,ID,VALLEY,,9.922441734337239,9.922441734337239
85,2011,9636.0,16,,3955415.1375,ID,VALLEY,,8.180505759440655,8.180505759440655
85,2012,9536.0,16,,3840568.34295,ID,VALLEY,,9.781221425167935,9.781221425167935
85,2013,9575.0,16,,3774856.92795,ID,VALLEY,,15.705161617095124,15.705161617095124
85,2014,9793.0,16,,3890780.3175,ID,VALLEY,,11.596172096648308,11.596172096648308
85,2015,10043.0,16,,4189925.325,ID,VALLEY,,14.674401265677306,14.674401265677306
87,2006,10025.0,16,,1816897.335,ID,WASHINGTON,,9.034521721686055,9.034521721686055
87,2007,10027.0,16,,1627064.175,ID,WASHINGTON,,8.524967498561411,8.524967498561411
87,2008,10095.0,16,,2028546.1240875,ID,WASHINGTON,,9.758606521350822,9.758606521350822
87,2009,10173.0,16,,2689824.585675,ID,WASHINGTON,,9.548974360281232,9.548974360281232
87,2010,10177.0,16,,2578785.3270375,ID,WASHINGTON,,9.922441734337239,9.922441734337239
87,2011,10136.0,16,,3531168.5068125,ID,WASHINGTON,,8.180505759440655,8.180505759440655
87,2012,10030.0,16,,4033404.375,ID,WASHINGTON,,9.781221425167935,9.781221425167935
87,2013,9916.0,16,,3773245.125,ID,WASHINGTON,,15.705161617095124,15.705161617095124
87,2014,9955.0,16,,4527749.925,ID,WASHINGTON,,11.596172096648308,11.596172096648308
87,2015,9891.0,16,,4653944.6025,ID,WASHINGTON,,14.674401265677306,14.674401265677306
1,2006,220037.0,25,28.0,84944654.69864999,MA,BARNSTABLE,12.725132591336912,13.187530314074758,12.725132591336912
1,2007,218380.0,25,37.0,89751060.8718,MA,BARNSTABLE,16.942943492993862,12.420794059040423,16.942943492993862
1,2008,217066.0,25,26.0,90902376.8280375,MA,BARNSTABLE,11.977923765122128,10.564554821558382,11.977923765122128
1,2009,215994.0,25,25.0,101502460.82085,MA,BARNSTABLE,11.574395585062547,10.995397018375,11.574395585062547
1,2010,215899.0,25,24.0,107638910.5440375,MA,BARNSTABLE,11.116309014863432,9.66448346776252,11.116309014863432
1,2011,215356.0,25,18.0,100936847.3324625,MA,BARNSTABLE,8.358253310797005,11.02444236754894,8.358253310797005
1,2012,214788.0,25,20.0,95781743.7192375,MA,BARNSTABLE,9.311507160549008,11.217871780549475,9.311507160549008
1,2013,214518.0,25,41.0,92289468.25770001,MA,BARNSTABLE,19.112615258393234,15.113437515105652,19.112615258393234
1,2014,214289.0,25,48.0,85953945.7126875,MA,BARNSTABLE,22.399656538599743,17.59999916286076,22.399656538599743
1,2015,213877.0,25,62.0,79309438.062,MA,BARNSTABLE,28.98862430275345,23.95428600872277,28.98862430275345
3,2006,131977.0,25,,48825785.6934375,MA,BERKSHIRE,,13.187530314074758,13.187530314074758
3,2007,131883.0,25,15.0,53241147.2063625,MA,BERKSHIRE,11.373717613339096,12.420794059040423,11.373717613339096
3,2008,131372.0,25,10.0,55300127.481225,MA,BERKSHIRE,7.6119721097341895,10.564554821558382,7.6119721097341895
3,2009,131264.0,25,16.0,53144376.80295,MA,BERKSHIRE,12.189176011701608,10.995397018375,12.189176011701608
3,2010,131317.0,25,10.0,53617189.275,MA,BERKSHIRE,7.615160261047694,9.66448346776252,7.615160261047694
3,2011,130547.0,25,12.0,52371757.2640875,MA,BERKSHIRE,9.192091737075536,11.02444236754894,9.192091737075536
3,2012,130284.0,25,16.0,48519119.002725,MA,BERKSHIRE,12.280863344693133,11.217871780549475,12.280863344693133
3,2013,129488.0,25,19.0,43969772.722500004,MA,BERKSHIRE,14.67317434820215,15.113437515105652,14.67317434820215
3,2014,128856.0,25,24.0,40150868.1863625,MA,BERKSHIRE,18.625442354255913,17.59999916286076,18.625442354255913
3,2015,127858.0,25,32.0,37502667.6642,MA,BERKSHIRE,25.027765176993228,23.95428600872277,25.027765176993228
5,2006,544487.0,25,98.0,197124356.7403125,MA,BRISTOL,17.998593171186823,13.187530314074758,17.998593171186823
5,2007,545288.0,25,77.0,197703489.02467498,MA,BRISTOL,14.120978272032394,12.420794059040423,14.120978272032394
5,2008,546456.0,25,89.0,214019728.401525,MA,BRISTOL,16.286764167654855,10.564554821558382,16.286764167654855
5,2009,547324.0,25,69.0,244704806.09745,MA,BRISTOL,12.606792320453698,10.995397018375,12.606792320453698
5,2010,549166.0,25,87.0,229238702.4961125,MA,BRISTOL,15.84220436079437,9.66448346776252,15.84220436079437
5,2011,549308.0,25,86.0,244140656.48396248,MA,BRISTOL,15.656061808675643,11.02444236754894,15.656061808675643
5,2012,551120.0,25,101.0,257250272.610825,MA,BRISTOL,18.32631731746262,11.217871780549475,18.32631731746262
5,2013,552379.0,25,117.0,259650819.497475,MA,BRISTOL,21.181109347024417,15.113437515105652,21.181109347024417
5,2014,555090.0,25,141.0,253402708.0018125,MA,BRISTOL,25.40128627790088,17.59999916286076,25.40128627790088
5,2015,556863.0,25,155.0,255370852.2798,MA,BRISTOL,27.834494301111764,23.95428600872277,27.834494301111764
7,2006,15768.0,25,,7475415.4538625,MA,DUKES,,13.187530314074758,13.187530314074758
7,2007,15919.0,25,,9903427.6125,MA,DUKES,,12.420794059040423,12.420794059040423
7,2008,16132.0,25,,10021896.1463625,MA,DUKES,,10.564554821558382,10.564554821558382
7,2009,16373.0,25,,8408255.0443125,MA,DUKES,,10.995397018375,10.995397018375
7,2010,16572.0,25,,8639805.1875,MA,DUKES,,9.66448346776252,9.66448346776252
7,2011,16697.0,25,,7805681.5163625,MA,DUKES,,11.02444236754894,11.02444236754894
7,2012,16829.0,25,,8237898.8288625,MA,DUKES,,11.217871780549475,11.217871780549475
7,2013,17159.0,25,,9085141.661587501,MA,DUKES,,15.113437515105652,15.113437515105652
7,2014,17297.0,25,,8242183.0808999995,MA,DUKES,,17.59999916286076,17.59999916286076
7,2015,17274.0,25,,8299536.7023,MA,DUKES,,23.95428600872277,23.95428600872277
9,2006,729455.0,25,109.0,185045621.49255,MA,ESSEX,14.942662672817379,13.187530314074758,14.942662672817379
9,2007,730664.0,25,104.0,209086665.628525,MA,ESSEX,14.233628589885365,12.420794059040423,14.233628589885365
9,2008,734361.0,25,66.0,212247647.3620625,MA,ESSEX,8.987405376919526,10.564554821558382,8.987405376919526
9,2009,739086.0,25,84.0,239066010.0353625,MA,ESSEX,11.365389142806114,10.995397018375,11.365389142806114
9,2010,745461.0,25,55.0,269403004.4296875,MA,ESSEX,7.377984897935639,9.66448346776252,7.377984897935639
9,2011,751507.0,25,63.0,303572962.04115003,MA,ESSEX,8.383155446323189,11.02444236754894,8.383155446323189
9,2012,757338.0,25,93.0,322986420.78281254,MA,ESSEX,12.279853909350912,11.217871780549475,12.279853909350912
9,2013,764563.0,25,108.0,335553874.0144875,MA,ESSEX,14.125716258830208,15.113437515105652,14.125716258830208
9,2014,771653.0,25,178.0,314292378.715425,MA,ESSEX,23.06736318008224,17.59999916286076,23.06736318008224
9,2015,776865.0,25,217.0,304281981.6132,MA,ESSEX,27.932781113835738,23.95428600872277,27.932781113835738
11,2006,71708.0,25,,17214521.584725,MA,FRANKLIN,,13.187530314074758,13.187530314074758
11,2007,71577.0,25,,19209767.954625,MA,FRANKLIN,,12.420794059040423,12.420794059040423
11,2008,71571.0,25,,20889343.442625,MA,FRANKLIN,,10.564554821558382,10.564554821558382
11,2009,71392.0,25,,22062322.44045,MA,FRANKLIN,,10.995397018375,10.995397018375
11,2010,71369.0,25,,21356903.5875,MA,FRANKLIN,,9.66448346776252,9.66448346776252
11,2011,71692.0,25,,21995582.2125,MA,FRANKLIN,,11.02444236754894,11.02444236754894
11,2012,71687.0,25,,23746483.3538625,MA,FRANKLIN,,11.217871780549475,11.217871780549475
11,2013,71361.0,25,10.0,22446348.1688625,MA,FRANKLIN,14.013256540687491,15.113437515105652,14.013256540687491
11,2014,71298.0,25,10.0,19011969.7875,MA,FRANKLIN,14.025638867850432,17.59999916286076,14.025638867850432
11,2015,70866.0,25,17.0,17106846.2325,MA,FRANKLIN,23.98893686676262,23.95428600872277,23.98893686676262
13,2006,461408.0,25,53.0,185506577.203725,MA,HAMPDEN,11.486580206671754,13.187530314074758,11.486580206671754
13,2007,461434.0,25,58.0,207882251.861175,MA,HAMPDEN,12.569511566117798,12.420794059040423,12.569511566117798
13,2008,462053.0,25,50.0,213278204.06002498,MA,HAMPDEN,10.821269421473295,10.564554821558382,10.821269421473295
13,2009,462777.0,25,51.0,228852497.3928375,MA,HAMPDEN,11.020426684990827,10.995397018375,11.020426684990827
13,2010,464237.0,25,51.0,244079938.36769998,MA,HAMPDEN,10.98576804520105,9.66448346776252,10.98576804520105
13,2011,466171.0,25,54.0,254256373.86315,MA,HAMPDEN,11.583732149790528,11.02444236754894,11.583732149790528
13,2012,466955.0,25,59.0,261485211.9811125,MA,HAMPDEN,12.635050486663598,11.217871780549475,12.635050486663598
13,2013,467747.0,25,74.0,262161117.69498748,MA,HAMPDEN,15.820518357146065,15.113437515105652,15.820518357146065
13,2014,469455.0,25,56.0,237855802.209075,MA,HAMPDEN,11.928725862968761,17.59999916286076,11.928725862968761
13,2015,469113.0,25,104.0,213092272.5576,MA,HAMPDEN,22.16949860694545,23.95428600872277,22.16949860694545
15,2006,156168.0,25,15.0,44670084.354,MA,HAMPSHIRE,9.605040725372676,13.187530314074758,9.605040725372676
15,2007,156842.0,25,15.0,52468141.809725,MA,HAMPSHIRE,9.563764807895843,12.420794059040423,9.563764807895843
15,2008,157615.0,25,14.0,59201092.800000004,MA,HAMPSHIRE,8.882403324556673,10.564554821558382,8.882403324556673
15,2009,157910.0,25,14.0,66621970.268175,MA,HAMPSHIRE,8.865809638401622,10.995397018375,8.865809638401622
15,2010,159329.0,25,13.0,71101710.9684,MA,HAMPSHIRE,8.159217719310357,9.66448346776252,8.159217719310357
15,2011,160154.0,25,,74148304.6252125,MA,HAMPSHIRE,,11.02444236754894,11.02444236754894
15,2012,160419.0,25,12.0,76695201.8615625,MA,HAMPSHIRE,7.480410674546032,11.217871780549475,7.480410674546032
15,2013,160856.0,25,26.0,74810753.07795,MA,HAMPSHIRE,16.163525140498333,15.113437515105652,16.163525140498333
15,2014,160918.0,25,21.0,72595747.343175,MA,HAMPSHIRE,13.05012490833841,17.59999916286076,13.05012490833841
15,2015,160709.0,25,19.0,67196106.2892,MA,HAMPSHIRE,11.822611054763579,23.95428600872277,11.822611054763579
17,2006,1456528.0,25,137.0,239617018.304925,MA,MIDDLESEX,9.405929717794647,13.187530314074758,9.405929717794647
17,2007,1463106.0,25,135.0,266964588.635625,MA,MIDDLESEX,9.226945962903576,12.420794059040423,9.226945962903576
17,2008,1477049.0,25,123.0,272366004.72644997,MA,MIDDLESEX,8.327415001127248,10.564554821558382,8.327415001127248
17,2009,1494764.0,25,133.0,285500500.7504625,MA,MIDDLESEX,8.897725661040807,10.995397018375,8.897725661040807
17,2010,1507681.0,25,101.0,294622275.68471247,MA,MIDDLESEX,6.699029834560494,9.66448346776252,6.699029834560494
17,2011,1524848.0,25,143.0,304702033.3897125,MA,MIDDLESEX,9.377983903969445,11.02444236754894,9.377983903969445
17,2012,1542867.0,25,120.0,306703312.3455,MA,MIDDLESEX,7.777728086737223,11.217871780549475,7.777728086737223
17,2013,1560204.0,25,150.0,292278624.5233125,MA,MIDDLESEX,9.61412738334218,15.113437515105652,9.61412738334218
17,2014,1574993.0,25,240.0,275702329.9813875,MA,MIDDLESEX,15.238162963263964,17.59999916286076,15.238162963263964
17,2015,1585432.0,25,299.0,248566927.4739,MA,MIDDLESEX,18.859213135599635,23.95428600872277,18.859213135599635
19,2006,9811.0,25,,2415953.2240875,MA,NANTUCKET,,13.187530314074758,13.187530314074758
19,2007,9985.0,25,,2389949.3520375,MA,NANTUCKET,,12.420794059040423,12.420794059040423
19,2008,10170.0,25,,2749864.7145375,MA,NANTUCKET,,10.564554821558382,10.564554821558382
19,2009,10225.0,25,,2656498.1802,MA,NANTUCKET,,10.995397018375,10.995397018375
19,2010,10168.0,25,,2211670.959975,MA,NANTUCKET,,9.66448346776252,9.66448346776252
19,2011,10133.0,25,,2071880.3454375002,MA,NANTUCKET,,11.02444236754894,11.02444236754894
19,2012,10313.0,25,,2352785.7733875,MA,NANTUCKET,,11.217871780549475,11.217871780549475
19,2013,10569.0,25,,2122939.2358875,MA,NANTUCKET,,15.113437515105652,15.113437515105652
19,2014,10839.0,25,,2127225.0177,MA,NANTUCKET,,17.59999916286076,17.59999916286076
19,2015,10940.0,25,,2088190.1238000002,MA,NANTUCKET,,23.95428600872277,23.95428600872277
21,2006,653421.0,25,67.0,168404806.4956125,MA,NORFOLK,10.253726158173674,13.187530314074758,10.253726158173674
21,2007,656582.0,25,60.0,177525290.6972625,MA,NORFOLK,9.138234066727385,12.420794059040423,9.138234066727385
21,2008,661703.0,25,72.0,172084574.8638875,MA,NORFOLK,10.881014594160824,10.564554821558382,10.881014594160824
21,2009,666301.0,25,68.0,172690371.31335,MA,NORFOLK,10.205597770377052,10.995397018375,10.205597770377052
21,2010,673019.0,25,60.0,186144114.84884998,MA,NORFOLK,8.91505291826828,9.66448346776252,8.91505291826828
21,2011,677782.0,25,64.0,200379229.07703748,MA,NORFOLK,9.442564128289037,11.02444236754894,9.442564128289037
21,2012,682865.0,25,65.0,191008626.713325,MA,NORFOLK,9.518718926874273,11.217871780549475,9.518718926874273
21,2013,688345.0,25,79.0,175477607.20020002,MA,NORFOLK,11.476803056606789,15.113437515105652,11.476803056606789
21,2014,692239.0,25,118.0,164742503.8590375,MA,NORFOLK,17.046135799918815,17.59999916286076,17.046135799918815
21,2015,694502.0,25,148.0,154181098.6218,MA,NORFOLK,21.31023380782201,23.95428600872277,21.31023380782201
23,2006,486779.0,25,58.0,137736101.237025,MA,PLYMOUTH,11.915057962648348,13.187530314074758,11.915057962648348
23,2007,488251.0,25,61.0,151281123.544875,MA,PLYMOUTH,12.493574001896565,12.420794059040423,12.493574001896565
23,2008,490371.0,25,49.0,158496703.6247,MA,PLYMOUTH,9.99243429974448,10.564554821558382,9.99243429974448
23,2009,492738.0,25,50.0,170302391.1073875,MA,PLYMOUTH,10.147380555183485,10.995397018375,10.147380555183485
23,2010,495926.0,25,43.0,179307020.74635,MA,PLYMOUTH,8.670648443517782,9.66448346776252,8.670648443517782
23,2011,498184.0,25,68.0,187886074.6322625,MA,PLYMOUTH,13.64957525733464,11.02444236754894,13.64957525733464
23,2012,499495.0,25,59.0,190816258.821075,MA,PLYMOUTH,11.811930049349844,11.217871780549475,11.811930049349844
23,2013,502792.0,25,82.0,188076187.639725,MA,PLYMOUTH,16.308930929688618,15.113437515105652,16.308930929688618
23,2014,506513.0,25,92.0,177376170.701325,MA,PLYMOUTH,18.163403505931733,17.59999916286076,18.163403505931733
23,2015,509221.0,25,157.0,152972160.2202,MA,PLYMOUTH,30.831407188627338,23.95428600872277,30.831407188627338
25,2006,687192.0,25,143.0,130573679.13195,MA,SUFFOLK,20.80932257651428,13.187530314074758,20.80932257651428
25,2007,693368.0,25,121.0,141169142.7255375,MA,SUFFOLK,17.45105052439686,12.420794059040423,17.45105052439686
25,2008,702201.0,25,83.0,136937272.4889,MA,SUFFOLK,11.819977470838122,10.564554821558382,11.819977470838122
25,2009,716214.0,25,113.0,140213300.979525,MA,SUFFOLK,15.777407311222625,10.995397018375,15.777407311222625
25,2010,725772.0,25,73.0,145257697.0211625,MA,SUFFOLK,10.058255209625061,9.66448346776252,10.058255209625061
25,2011,737141.0,25,86.0,153142316.97255,MA,SUFFOLK,11.666696059505577,11.02444236754894,11.666696059505577
25,2012,751103.0,25,85.0,157273297.9828875,MA,SUFFOLK,11.316690254199491,11.217871780549475,11.316690254199491
25,2013,762488.0,25,112.0,151684607.28225002,MA,SUFFOLK,14.688755757467659,15.113437515105652,14.688755757467659
25,2014,773630.0,25,130.0,141526351.8883875,MA,SUFFOLK,16.803898504453034,17.59999916286076,16.803898504453034
25,2015,782591.0,25,183.0,130050703.5687,MA,SUFFOLK,23.38386206843677,23.95428600872277,23.38386206843677
27,2006,785345.0,25,100.0,211973282.35709998,MA,WORCESTER,12.733257358231095,13.187530314074758,12.733257358231095
27,2007,788280.0,25,75.0,244250302.17761248,MA,WORCESTER,9.5143857512559,12.420794059040423,9.5143857512559
27,2008,790847.0,25,84.0,258419573.27621248,MA,WORCESTER,10.621523505810858,10.564554821558382,10.621523505810858
27,2009,795251.0,25,66.0,284868300.94185,MA,WORCESTER,8.2992665208846,10.995397018375,8.2992665208846
27,2010,800391.0,25,87.0,284866924.236,MA,WORCESTER,10.86968744026357,9.66448346776252,10.86968744026357
27,2011,804063.0,25,104.0,298312260.0030375,MA,WORCESTER,12.9343098737288,11.02444236754894,12.9343098737288
27,2012,806942.0,25,86.0,319168229.17181253,MA,WORCESTER,10.657519375618074,11.217871780549475,10.657519375618074
27,2013,810846.0,25,115.0,312713794.932375,MA,WORCESTER,14.182717803380665,15.113437515105652,14.182717803380665
27,2014,815526.0,25,126.0,293119078.51425004,MA,WORCESTER,15.450151190765222,17.59999916286076,15.450151190765222
27,2015,818117.0,25,207.0,269655302.01479995,MA,WORCESTER,25.302004481021665,23.95428600872277,25.302004481021665
1,2006,9012.0,30,,1804279.275,MT,BEAVERHEAD,,,
1,2007,9028.0,30,,1586267.475,MT,BEAVERHEAD,,11.332086803784916,11.332086803784916
1,2008,9166.0,30,,1389881.775,MT,BEAVERHEAD,,12.223401045091649,12.223401045091649
1,2009,9200.0,30,,1491944.025,MT,BEAVERHEAD,,18.811732600226104,18.811732600226104
1,2010,9255.0,30,,1887854.2125000001,MT,BEAVERHEAD,,13.702759735810792,13.702759735810792
1,2011,9210.0,30,,2008949.3025000002,MT,BEAVERHEAD,,,
1,2012,9359.0,30,,2283483.6413625,MT,BEAVERHEAD,,12.758764581328203,12.758764581328203
1,2013,9306.0,30,,1967620.7288625,MT,BEAVERHEAD,,13.41571523499214,13.41571523499214
1,2014,9337.0,30,,2034791.5913624999,MT,BEAVERHEAD,,10.574513308024999,10.574513308024999
1,2015,9295.0,30,,2187650.2164,MT,BEAVERHEAD,,10.036486611910302,10.036486611910302
3,2006,12540.0,30,,1531091.0865,MT,BIG HORN,,,
3,2007,12549.0,30,,1611510.2588625,MT,BIG HORN,,11.332086803784916,11.332086803784916
3,2008,12564.0,30,,1502794.882725,MT,BIG HORN,,12.223401045091649,12.223401045091649
3,2009,12747.0,30,,1889894.123175,MT,BIG HORN,,18.811732600226104,18.811732600226104
3,2010,12911.0,30,,2001919.7145375,MT,BIG HORN,,13.702759735810792,13.702759735810792
3,2011,13056.0,30,,2062401.7356750001,MT,BIG HORN,,,
3,2012,12995.0,30,,2041540.882725,MT,BIG HORN,,12.758764581328203,12.758764581328203
3,2013,13117.0,30,,2647672.3875,MT,BIG HORN,,13.41571523499214,13.41571523499214
3,2014,13343.0,30,,2834633.9625,MT,BIG HORN,,10.574513308024999,10.574513308024999
3,2015,13312.0,30,,2923098.9,MT,BIG HORN,,10.036486611910302,10.036486611910302
5,2006,6536.0,30,,271828.8,MT,BLAINE,,,
5,2007,6472.0,30,,286502.625,MT,BLAINE,,11.332086803784916,11.332086803784916
5,2008,6401.0,30,,420636.46499999997,MT,BLAINE,,12.223401045091649,12.223401045091649
5,2009,6445.0,30,,608836.8,MT,BLAINE,,18.811732600226104,18.811732600226104
5,2010,6503.0,30,,702249.0,MT,BLAINE,,13.702759735810792,13.702759735810792
5,2011,6575.0,30,,731969.4,MT,BLAINE,,,
5,2012,6680.0,30,,692709.3375,MT,BLAINE,,12.758764581328203,12.758764581328203
5,2013,6637.0,30,,837009.9375,MT,BLAINE,,13.41571523499214,13.41571523499214
5,2014,6710.0,30,,931485.525,MT,BLAINE,,10.574513308024999,10.574513308024999
5,2015,6680.0,30,,729286.1625,MT,BLAINE,,10.036486611910302,10.036486611910302
7,2006,4958.0,30,,472438.1145,MT,BROADWATER,,,
7,2007,5089.0,30,,495132.975,MT,BROADWATER,,11.332086803784916,11.332086803784916
7,2008,5261.0,30,,804534.3375,MT,BROADWATER,,12.223401045091649,12.223401045091649
7,2009,5496.0,30,,781389.3,MT,BROADWATER,,18.811732600226104,18.811732600226104
7,2010,5633.0,30,,848648.475,MT,BROADWATER,,13.702759735810792,13.702759735810792
7,2011,5726.0,30,,1138747.425,MT,BROADWATER,,,
7,2012,5759.0,30,,1374532.725,MT,BROADWATER,,12.758764581328203,12.758764581328203
7,2013,5676.0,30,,1721425.6875,MT,BROADWATER,,13.41571523499214,13.41571523499214
7,2014,5653.0,30,,1534338.675,MT,BROADWATER,,10.574513308024999,10.574513308024999
7,2015,5714.0,30,,1614836.5425,MT,BROADWATER,,10.036486611910302,10.036486611910302
9,2006,9916.0,30,,966793.068,MT,CARBON,,,
9,2007,9973.0,30,,919807.8375,MT,CARBON,,11.332086803784916,11.332086803784916
9,2008,9965.0,30,,814960.7625,MT,CARBON,,12.223401045091649,12.223401045091649
9,2009,10033.0,30,,919928.775,MT,CARBON,,18.811732600226104,18.811732600226104
9,2010,10063.0,30,,873424.4663625,MT,CARBON,,13.702759735810792,13.702759735810792
9,2011,10089.0,30,,1103543.370225,MT,CARBON,,,
9,2012,10141.0,30,,1288418.5125,MT,CARBON,,12.758764581328203,12.758764581328203
9,2013,10337.0,30,,1333663.5038625,MT,CARBON,,13.41571523499214,13.41571523499214
9,2014,10438.0,30,,1487856.4875,MT,CARBON,,10.574513308024999,10.574513308024999
9,2015,10403.0,30,,1632867.225,MT,CARBON,,10.036486611910302,10.036486611910302
11,2012,1157.0,30,,302.70000000000005,MT,CARTER,,12.758764581328203,12.758764581328203
13,2006,79984.0,30,,24848776.745999996,MT,CASCADE,,,
13,2007,80099.0,30,,28299038.314499997,MT,CASCADE,,11.332086803784916,11.332086803784916
13,2008,80529.0,30,10.0,31970371.545862496,MT,CASCADE,12.417886724037304,12.223401045091649,12.417886724037304
13,2009,80680.0,30,,33850207.958399996,MT,CASCADE,,18.811732600226104,18.811732600226104
13,2010,81507.0,30,,34384863.7059,MT,CASCADE,,13.702759735810792,13.702759735810792
13,2011,81714.0,30,,34405449.30885,MT,CASCADE,,,
13,2012,81622.0,30,,37844605.0570125,MT,CASCADE,,12.758764581328203,12.758764581328203
13,2013,82194.0,30,11.0,40933072.4068125,MT,CASCADE,13.38297199308952,13.41571523499214,13.38297199308952
13,2014,82056.0,30,,43187132.2790625,MT,CASCADE,,10.574513308024999,10.574513308024999
13,2015,81878.0,30,,43554945.3465,MT,CASCADE,,10.036486611910302,10.036486611910302
15,2006,5709.0,30,,951564.525,MT,CHOUTEAU,,,
15,2007,5746.0,30,,926851.4249999999,MT,CHOUTEAU,,11.332086803784916,11.332086803784916
15,2008,5774.0,30,,958083.075,MT,CHOUTEAU,,12.223401045091649,12.223401045091649
15,2009,5793.0,30,,1149198.75,MT,CHOUTEAU,,18.811732600226104,18.811732600226104
15,2010,5810.0,30,,913135.3875,MT,CHOUTEAU,,13.702759735810792,13.702759735810792
15,2011,5812.0,30,,948975.7875,MT,CHOUTEAU,,,
15,2012,5932.0,30,,1104139.125,MT,CHOUTEAU,,12.758764581328203,12.758764581328203
15,2013,5853.0,30,,998040.45,MT,CHOUTEAU,,13.41571523499214,13.41571523499214
15,2014,5899.0,30,,1136470.9125,MT,CHOUTEAU,,10.574513308024999,10.574513308024999
15,2015,5774.0,30,,938893.8,MT,CHOUTEAU,,10.036486611910302,10.036486611910302
17,2006,11395.0,30,,4175356.6125000003,MT,CUSTER,,,
17,2007,11480.0,30,,6316788.2625,MT,CUSTER,,11.332086803784916,11.332086803784916
17,2008,11515.0,30,,6454325.475,MT,CUSTER,,12.223401045091649,12.223401045091649
17,2009,11646.0,30,,8555406.975,MT,CUSTER,,18.811732600226104,18.811732600226104
17,2010,11692.0,30,,9007264.012500001,MT,CUSTER,,13.702759735810792,13.702759735810792
17,2011,11758.0,30,,8508229.432725001,MT,CUSTER,,,
17,2012,11798.0,30,,8139417.4240875,MT,CUSTER,,12.758764581328203,12.758764581328203
17,2013,11873.0,30,,8192679.95295,MT,CUSTER,,13.41571523499214,13.41571523499214
17,2014,12008.0,30,,9423594.7913625,MT,CUSTER,,10.574513308024999,10.574513308024999
17,2015,12083.0,30,,9116015.205,MT,CUSTER,,10.036486611910302,10.036486611910302
19,2006,1748.0,30,,121102.54950000001,MT,DANIELS,,,
19,2007,1702.0,30,,152283.546,MT,DANIELS,,11.332086803784916,11.332086803784916
19,2008,1704.0,30,,132097.05,MT,DANIELS,,12.223401045091649,12.223401045091649
