year,total_morphine_mg,total_transactions,tot_pop,p_greater45,fips,State,unemp_avg_rate
2018,1783152038.9745,440643,15047738.0,6110294.0,53.0,WA,5.5875
2019,1563093127.9973998,409343,15229786.0,6186216.0,53.0,WA,5.680000000000001
2006,1342644635.504425,374865,11155310.0,4369672.0,55.0,WI,5.108219178082193
2007,1489046891.963325,425190,11221550.0,4463226.0,55.0,WI,5.283561643835617
2008,1622522261.9929,469936,11281992.0,4554060.0,55.0,WI,5.443835616438356
2009,1757089637.488125,496594,11338528.0,4640572.0,55.0,WI,9.56986301369863
2010,1956583592.5527751,544279,11380950.0,4717162.0,55.0,WI,9.206849315068494
2011,2100440589.81615,557543,11410576.0,4778168.0,55.0,WI,8.246575342465754
2012,2177990700.0974627,566222,11439920.0,4833444.0,55.0,WI,7.5328767123287665
2013,2044735340.7955124,568528,11473508.0,4882340.0,55.0,WI,7.302739726027397
2014,2036753447.770725,515314,11503050.0,4929030.0,55.0,WI,5.901369863013699
2015,2015032648.06965,463846,11521880.0,4972934.0,55.0,WI,4.928767123287671
2016,1810755407.6193,447302,11545256.0,5016730.0,55.0,WI,4.308219178082192
2017,1467010226.5056,402111,11580372.0,5051510.0,55.0,WI,3.550684931506849
2018,1155231625.3637998,361145,11614812.0,5081344.0,55.0,WI,3.2753424657534245
2019,925185359.2571999,324059,11644868.0,5110940.0,55.0,WI,3.5575342465753423
2006,754242191.505525,215072,3655824.0,1601904.0,54.0,WV,5.716071428571429
2007,874132545.0556875,247302,3668104.0,1622500.0,54.0,WV,5.4
2008,1015320715.3673126,268814,3680620.0,1641324.0,54.0,WV,5.305357142857143
2009,1123291037.707275,276748,3695550.0,1660912.0,54.0,WV,9.435714285714285
2010,1144716866.5498874,284633,3708478.0,1679546.0,54.0,WV,9.74642857142857
2011,1202357808.4600124,291241,3712602.0,1687160.0,54.0,WV,8.72857142857143
2012,1275422376.942225,295459,3713744.0,1693986.0,54.0,WV,8.135714285714286
2013,1265611769.2975125,296963,3707828.0,1697450.0,54.0,WV,7.619642857142858
2014,1240006756.795275,239818,3698978.0,1700584.0,54.0,WV,7.369642857142858
2015,1083837756.0183,198878,3684100.0,1704628.0,54.0,WV,7.5321428571428575
2016,865663705.78185,188771,3662046.0,1707250.0,54.0,WV,7.080357142857143
2017,684251865.0462,174162,3634008.0,1706946.0,54.0,WV,5.9625
2018,539244430.329,149771,3608582.0,1704990.0,54.0,WV,5.746428571428572
2019,440943205.8717,141561,3584294.0,1701976.0,54.0,WV,5.7892857142857155
2006,120926423.047575,47852,1045334.0,418302.0,56.0,WY,3.079166666666667
2007,132411823.4533625,52553,1069752.0,429040.0,56.0,WY,2.7458333333333336
2008,138891274.0354125,53718,1092086.0,438646.0,56.0,WY,3.029166666666667
2009,149216415.3787875,55556,1119702.0,448292.0,56.0,WY,6.237500000000001
2010,162860830.5451875,62381,1128974.0,455408.0,56.0,WY,6.654166666666668
2011,173426160.1189875,64431,1134598.0,459330.0,56.0,WY,5.966666666666668
2012,200591969.5828875,64449,1152610.0,465994.0,56.0,WY,5.3500000000000005
2013,208475915.1191625,62506,1164244.0,470062.0,56.0,WY,4.716666666666668
2014,217939523.6301,59634,1165062.0,470594.0,56.0,WY,4.3125
2015,222365333.1879,56320,1171226.0,473844.0,56.0,WY,4.108333333333333
2016,208357684.3857,52731,1168430.0,476242.0,56.0,WY,5.1125
2017,182628900.14925,47436,1157862.0,477586.0,56.0,WY,4.129166666666667
2018,160151691.5658,43892,1155202.0,479984.0,56.0,WY,3.9083333333333337
2019,139748244.70665,41178,1157518.0,483572.0,56.0,WY,3.670833333333334
