year,state_name,state_fips,county_name,county_fips,total_population,death_drug_poisonings_unintentional,mortality_rate_unintentional_drug_poisoning,mean_mortality_rate_unintentional_drug_poisoning_per_state_year,filled_mortality_rate_unintentional_drug_poisoning,mme,mme_per_capita,merge_population_vitalstatistics,merge_population_vitalstatistics_opioids
2010,FL,12,HIGHLANDS,55,98635.0,,,15.664955201489008,15.664955201489008,45755270.3743125,463.88473031188215,both,both
2011,FL,12,HIGHLANDS,55,98477.0,17.0,17.2629141830072,14.807061928930487,17.2629141830072,54139214.3295375,549.7650652389644,both,both
2012,FL,12,HIGHLANDS,55,98222.0,11.0,11.199120360000814,13.184114832066342,11.199120360000814,41019015.6234,417.61535728655497,both,both
2013,FL,12,HIGHLANDS,55,98077.0,17.0,17.333319738572754,11.630726530637734,17.333319738572754,40927239.256125,417.29701414322426,both,both
2014,FL,12,HIGHLANDS,55,98584.0,13.0,13.186724012010062,12.109261541833874,13.186724012010062,43973254.32,446.04859125213017,both,both
2015,FL,12,HIGHLANDS,55,100137.0,,,14.987429129395773,14.987429129395773,47222963.8842,471.58356935198776,both,both
2016,FL,12,HIGHLANDS,55,102041.0,,,,,48782337.48,478.06604678511576,left_only,both
2017,FL,12,HIGHLANDS,55,103852.0,,,,,49652420.445,478.1075034183261,left_only,both
2018,FL,12,HIGHLANDS,55,104933.0,,,,,43756964.6031,416.99908134809834,left_only,both
2019,FL,12,HIGHLANDS,55,106221.0,,,,,36512281.3764,343.73882166803173,left_only,both
2000,FL,12,,57,1003435.0,,,,,,,left_only,left_only
2001,FL,12,,57,1028385.0,,,,,,,left_only,left_only
2002,FL,12,,57,1054860.0,,,,,,,left_only,left_only
2003,FL,12,,57,1077462.0,114.0,10.580419541478028,10.898636831861468,10.580419541478028,,,both,left_only
2004,FL,12,,57,1108225.0,127.0,11.459766744117847,11.443833776867127,11.459766744117847,,,both,left_only
2005,FL,12,,57,1143154.0,139.0,12.159341611016538,12.214425193420814,12.159341611016538,,,both,left_only
2006,FL,12,HILLSBOROUGH,57,1171826.0,158.0,13.483230445475694,14.028622030911139,13.483230445475694,1027730550.3321751,877.0334079736882,both,both
2007,FL,12,HILLSBOROUGH,57,1184686.0,231.0,19.498837666689738,14.088496419709609,19.498837666689738,1189623658.0103,1004.1679044154315,both,both
2008,FL,12,HILLSBOROUGH,57,1196773.0,218.0,18.21565158973339,15.208641162050228,18.21565158973339,1507938444.2607374,1260.0037302485412,both,both
2009,FL,12,HILLSBOROUGH,57,1214050.0,237.0,19.521436514146863,14.500168263534942,19.521436514146863,2124203119.8609376,1749.6833901906327,both,both
2010,FL,12,HILLSBOROUGH,57,1233498.0,237.0,19.213650934172573,15.664955201489008,19.213650934172573,2733866407.1056123,2216.3525251809183,both,both
2011,FL,12,HILLSBOROUGH,57,1255503.0,211.0,16.806013207455496,14.807061928930487,16.806013207455496,1532872940.9212875,1220.923359738119,both,both
2012,FL,12,HILLSBOROUGH,57,1279639.0,160.0,12.50352638517582,13.184114832066342,12.50352638517582,852721596.581625,666.3766863792249,both,both
2013,FL,12,HILLSBOROUGH,57,1304131.0,135.0,10.351720801054496,11.630726530637734,10.351720801054496,602365123.1401124,461.8900425955003,both,both
2014,FL,12,HILLSBOROUGH,57,1332298.0,137.0,10.282984737648784,12.109261541833874,10.282984737648784,572010907.180275,429.3415641097374,both,both
2015,FL,12,HILLSBOROUGH,57,1364073.0,156.0,11.436338084545328,14.987429129395773,11.436338084545328,543124961.5220999,398.1641462898979,both,both
2016,FL,12,HILLSBOROUGH,57,1396693.0,,,,,565102015.0386,404.6000195022098,left_only,both
2017,FL,12,HILLSBOROUGH,57,1426736.0,,,,,569338732.8223499,399.0498121743265,left_only,both
2018,FL,12,HILLSBOROUGH,57,1451919.0,,,,,494679430.554,340.7073194537712,left_only,both
2019,FL,12,HILLSBOROUGH,57,1471968.0,,,,,457511883.40994996,310.81646028307,left_only,both
2000,FL,12,,59,18553.0,,,,,,,left_only,left_only
2001,FL,12,,59,18757.0,,,,,,,left_only,left_only
2002,FL,12,,59,18880.0,,,,,,,left_only,left_only
2003,FL,12,,59,19254.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,59,19319.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,59,19523.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,HOLMES,59,19824.0,,,14.028622030911139,14.028622030911139,5115597.905,258.0507417776433,both,both
2007,FL,12,HOLMES,59,19991.0,,,14.088496419709609,14.088496419709609,5388630.639225,269.55283073508076,both,both
2008,FL,12,HOLMES,59,20141.0,,,15.208641162050228,15.208641162050228,5350438.7895875005,265.6491132310958,both,both
2009,FL,12,HOLMES,59,20147.0,,,14.500168263534942,14.500168263534942,5461291.740449999,271.0722063061498,both,both
2010,FL,12,HOLMES,59,19843.0,,,15.664955201489008,15.664955201489008,4992317.7040875,251.59087356183542,both,both
2011,FL,12,HOLMES,59,19838.0,,,14.807061928930487,14.807061928930487,5184539.0363625,261.34383689699064,both,both
2012,FL,12,HOLMES,59,19697.0,,,13.184114832066342,13.184114832066342,5436413.61,276.0021125044423,both,both
2013,FL,12,HOLMES,59,19594.0,,,11.630726530637734,11.630726530637734,5746814.205,293.29459043584774,both,both
2014,FL,12,HOLMES,59,19564.0,,,12.109261541833874,12.109261541833874,6324595.267725,323.27720648768144,both,both
2015,FL,12,HOLMES,59,19273.0,,,14.987429129395773,14.987429129395773,5236059.9375,271.678510740414,both,both
2016,FL,12,HOLMES,59,19398.0,,,,,5313310.5375,273.91022463656043,left_only,both
2017,FL,12,HOLMES,59,19427.0,,,,,4004318.325,206.12129124414474,left_only,both
2018,FL,12,HOLMES,59,19443.0,,,,,4665957.2625,239.98134354266318,left_only,both
2019,FL,12,HOLMES,59,19617.0,,,,,4144144.05,211.2526915430494,left_only,both
2000,FL,12,,61,113323.0,,,,,,,left_only,left_only
2001,FL,12,,61,115456.0,,,,,,,left_only,left_only
2002,FL,12,,61,118144.0,,,,,,,left_only,left_only
2003,FL,12,,61,120450.0,10.0,8.302200083022,10.898636831861468,8.302200083022,,,both,left_only
2004,FL,12,,61,125001.0,10.0,7.999936000511996,11.443833776867127,7.999936000511996,,,both,left_only
2005,FL,12,,61,127955.0,15.0,11.722871321949123,12.214425193420814,11.722871321949123,,,both,left_only
2006,FL,12,INDIAN RIVER,61,131463.0,23.0,17.49541696142641,14.028622030911139,17.49541696142641,43237668.9167625,328.89610701689827,both,both
2007,FL,12,INDIAN RIVER,61,134564.0,22.0,16.34909782705627,14.088496419709609,16.34909782705627,51707541.98388751,384.25984649599826,both,both
2008,FL,12,INDIAN RIVER,61,136277.0,29.0,21.28018667860314,15.208641162050228,21.28018667860314,64187756.47762501,471.009462180889,both,both
2009,FL,12,INDIAN RIVER,61,137016.0,31.0,22.62509487943014,14.500168263534942,22.62509487943014,79229255.4693,578.2482007159748,both,both
2010,FL,12,INDIAN RIVER,61,138270.0,18.0,13.018008244738553,15.664955201489008,13.018008244738553,111832439.7592875,808.797568230907,both,both
2011,FL,12,INDIAN RIVER,61,139103.0,25.0,17.972293911705716,14.807061928930487,17.972293911705716,141043521.9886125,1013.9502526085886,both,both
2012,FL,12,INDIAN RIVER,61,140473.0,17.0,12.10196977355079,13.184114832066342,12.10196977355079,98935084.1806125,704.2996460573385,both,both
2013,FL,12,INDIAN RIVER,61,141895.0,11.0,7.75221114204165,11.630726530637734,7.75221114204165,80434514.222925,566.8593976033335,both,both
2014,FL,12,INDIAN RIVER,61,144445.0,22.0,15.23071065111288,12.109261541833874,15.23071065111288,80779391.088825,559.2397873849908,both,both
2015,FL,12,INDIAN RIVER,61,147434.0,17.0,11.530583176200876,14.987429129395773,11.530583176200876,79526778.4365,539.4059608808009,both,both
2016,FL,12,INDIAN RIVER,61,151159.0,,,,,83210299.87979999,550.4819420596855,left_only,both
2017,FL,12,INDIAN RIVER,61,154241.0,,,,,84754977.4188,549.4970689946252,left_only,both
2018,FL,12,INDIAN RIVER,61,157187.0,,,,,78841974.29010001,501.58075597918406,left_only,both
2019,FL,12,INDIAN RIVER,61,159923.0,,,,,72089224.0812,450.77458577690516,left_only,both
2000,FL,12,,63,46701.0,,,,,,,left_only,left_only
2001,FL,12,,63,46242.0,,,,,,,left_only,left_only
2002,FL,12,,63,46139.0,,,,,,,left_only,left_only
2003,FL,12,,63,46274.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,63,46946.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,63,47930.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,JACKSON,63,48265.0,,,14.028622030911139,14.028622030911139,9866890.4725,204.43158546565834,both,both
2007,FL,12,JACKSON,63,48368.0,,,14.088496419709609,14.088496419709609,11365905.2675,234.98811750537547,both,both
2008,FL,12,JACKSON,63,50272.0,,,15.208641162050228,15.208641162050228,12142816.7215,241.5423440782145,both,both
2009,FL,12,JACKSON,63,50064.0,,,14.500168263534942,14.500168263534942,13349532.712499999,266.6493430908437,both,both
2010,FL,12,JACKSON,63,49648.0,,,15.664955201489008,15.664955201489008,14798075.385,298.059849037222,both,both
2011,FL,12,JACKSON,63,49197.0,,,14.807061928930487,14.807061928930487,16440050.775,334.16774955789987,both,both
2012,FL,12,JACKSON,63,49109.0,,,13.184114832066342,13.184114832066342,17406972.990000002,354.45586328371587,both,both
2013,FL,12,JACKSON,63,48880.0,,,11.630726530637734,11.630726530637734,17867792.9925,365.5440464914075,both,both
2014,FL,12,JACKSON,63,48730.0,,,12.109261541833874,12.109261541833874,19801317.63,406.34758116150215,both,both
2015,FL,12,JACKSON,63,48609.0,,,14.987429129395773,14.987429129395773,19895498.4975,409.2966014009751,both,both
2016,FL,12,JACKSON,63,48299.0,,,,,18635950.005,385.8454627424998,left_only,both
2017,FL,12,JACKSON,63,48289.0,,,,,17969056.9614,372.1149114995133,left_only,both
2018,FL,12,JACKSON,63,48112.0,,,,,16263440.64,338.03293648154306,left_only,both
2019,FL,12,JACKSON,63,46414.0,,,,,15352005.614999998,330.76239098116946,left_only,both
2000,FL,12,,65,12891.0,,,,,,,left_only,left_only
2001,FL,12,,65,12871.0,,,,,,,left_only,left_only
2002,FL,12,,65,13316.0,,,,,,,left_only,left_only
2003,FL,12,,65,13602.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,65,14030.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,65,14210.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,JEFFERSON,65,14461.0,,,14.028622030911139,14.028622030911139,1465484.9205,101.34049654242445,both,both
2007,FL,12,JEFFERSON,65,14383.0,,,14.088496419709609,14.088496419709609,1732034.3369999998,120.42232753945629,both,both
2008,FL,12,JEFFERSON,65,14606.0,,,15.208641162050228,15.208641162050228,2123425.9035,145.38038501300835,both,both
2009,FL,12,JEFFERSON,65,14704.0,,,14.500168263534942,14.500168263534942,2413914.1538625,164.16717586116025,both,both
2010,FL,12,JEFFERSON,65,14755.0,,,15.664955201489008,15.664955201489008,2637125.0175,178.72755116909522,both,both
2011,FL,12,JEFFERSON,65,14529.0,,,14.807061928930487,14.807061928930487,2824723.2750000004,194.41966239933927,both,both
2012,FL,12,JEFFERSON,65,14219.0,,,13.184114832066342,13.184114832066342,2215504.6950000003,155.81297524439134,both,both
2013,FL,12,JEFFERSON,65,14209.0,,,11.630726530637734,11.630726530637734,2331972.7725,164.11941533535082,both,both
2014,FL,12,JEFFERSON,65,14056.0,,,12.109261541833874,12.109261541833874,2253886.8,160.3505122367672,both,both
2015,FL,12,JEFFERSON,65,14115.0,,,14.987429129395773,14.987429129395773,2463938.6625,174.56171891604677,both,both
2016,FL,12,JEFFERSON,65,13960.0,,,,,2327199.675,166.7048477793696,left_only,both
2017,FL,12,JEFFERSON,65,14165.0,,,,,2075300.8275000001,146.5090594775856,left_only,both
2018,FL,12,JEFFERSON,65,14321.0,,,,,1815590.9625000001,126.77822515885764,left_only,both
2019,FL,12,JEFFERSON,65,14246.0,,,,,1765677.8925,123.94201126632038,left_only,both
2000,FL,12,,67,7011.0,,,,,,,left_only,left_only
2001,FL,12,,67,7153.0,,,,,,,left_only,left_only
2002,FL,12,,67,7287.0,,,,,,,left_only,left_only
2003,FL,12,,67,7356.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,67,7630.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,67,8131.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,LAFAYETTE,67,8341.0,,,14.028622030911139,14.028622030911139,1215701.375,145.7500749310634,both,both
2007,FL,12,LAFAYETTE,67,8398.0,,,14.088496419709609,14.088496419709609,1363718.3625,162.38608746130032,both,both
2008,FL,12,LAFAYETTE,67,8465.0,,,15.208641162050228,15.208641162050228,1362681.925,160.97837271116362,both,both
2009,FL,12,LAFAYETTE,67,8435.0,,,14.500168263534942,14.500168263534942,1257662.175,149.1004356846473,both,both
2010,FL,12,LAFAYETTE,67,8808.0,,,15.664955201489008,15.664955201489008,1363409.2875,154.7921534400545,both,both
2011,FL,12,LAFAYETTE,67,8798.0,,,14.807061928930487,14.807061928930487,1307740.8375,148.64069532848373,both,both
2012,FL,12,LAFAYETTE,67,8791.0,,,13.184114832066342,13.184114832066342,1295000.2725,147.3097796041406,both,both
2013,FL,12,LAFAYETTE,67,8819.0,,,11.630726530637734,11.630726530637734,1526557.44,173.09870053294023,both,both
2014,FL,12,LAFAYETTE,67,8862.0,,,12.109261541833874,12.109261541833874,1692459.9375,190.9794558226134,both,both
2015,FL,12,LAFAYETTE,67,8724.0,,,14.987429129395773,14.987429129395773,1834479.3225,210.2796105570839,both,both
2016,FL,12,LAFAYETTE,67,8747.0,,,,,1918021.9875,219.27769378072483,left_only,both
2017,FL,12,LAFAYETTE,67,8602.0,,,,,1852824.375,215.3946029993025,left_only,both
2018,FL,12,LAFAYETTE,67,8691.0,,,,,1611739.2375,185.44922764929237,left_only,both
2019,FL,12,LAFAYETTE,67,8422.0,,,,,1558180.3875,185.01310704108286,left_only,both
2000,FL,12,,69,212347.0,,,,,,,left_only,left_only
2001,FL,12,,69,222297.0,,,,,,,left_only,left_only
2002,FL,12,,69,231519.0,,,,,,,left_only,left_only
2003,FL,12,,69,241489.0,17.0,7.039658121073837,10.898636831861468,7.039658121073837,,,both,left_only
2004,FL,12,,69,254625.0,10.0,3.9273441335297004,11.443833776867127,3.9273441335297004,,,both,left_only
2005,FL,12,,69,267587.0,18.0,6.7267841860778,12.214425193420814,6.7267841860778,,,both,left_only
2006,FL,12,LAKE,69,281329.0,16.0,5.687291391929023,14.028622030911139,5.687291391929023,64564720.932425,229.49898848830017,both,both
2007,FL,12,LAKE,69,289909.0,20.0,6.8987164937963295,14.088496419709609,6.8987164937963295,82202275.78157501,283.545097880973,both,both
2008,FL,12,LAKE,69,293654.0,24.0,8.172883733918148,15.208641162050228,8.172883733918148,103731390.71070002,353.2435815984118,both,both
2009,FL,12,LAKE,69,295511.0,32.0,10.828700116070129,14.500168263534942,10.828700116070129,140781512.365875,476.4002435302747,both,both
2010,FL,12,LAKE,69,297709.0,34.0,11.420548253495864,15.664955201489008,11.420548253495864,174917207.9161125,587.544239227274,both,both
2011,FL,12,LAKE,69,300505.0,38.0,12.645380276534501,14.807061928930487,12.645380276534501,178738328.9020125,594.7931944626961,both,both
2012,FL,12,LAKE,69,303725.0,26.0,8.560375339534117,13.184114832066342,8.560375339534117,156530172.2851875,515.3680872012101,both,both
2013,FL,12,LAKE,69,307973.0,22.0,7.1434833573072964,11.630726530637734,7.1434833573072964,131751762.8992875,427.80296616679874,both,both
2014,FL,12,LAKE,69,315340.0,30.0,9.513540939937844,12.109261541833874,9.513540939937844,135115932.1708875,428.47698411520105,both,both
2015,FL,12,LAKE,69,325154.0,38.0,11.686769961310642,14.987429129395773,11.686769961310642,123524284.806,379.89471083240556,both,both
2016,FL,12,LAKE,69,334913.0,,,,,122969342.8824,367.168019403248,left_only,both
2017,FL,12,LAKE,69,345432.0,,,,,114515323.3662,331.5133611425693,left_only,both
2018,FL,12,LAKE,69,356720.0,,,,,99553066.3041,279.0790152054833,left_only,both
2019,FL,12,LAKE,69,367118.0,,,,,93736692.78390001,255.33123623439877,left_only,both
2000,FL,12,,71,444311.0,,,,,,,left_only,left_only
2001,FL,12,,71,461037.0,,,,,,,left_only,left_only
2002,FL,12,,71,478889.0,,,,,,,left_only,left_only
2003,FL,12,,71,497662.0,61.0,12.257315205902803,10.898636831861468,12.257315205902803,,,both,left_only
2004,FL,12,,71,522431.0,81.0,15.504439820761018,11.443833776867127,15.504439820761018,,,both,left_only
2005,FL,12,,71,555029.0,70.0,12.61195360963121,12.214425193420814,12.61195360963121,,,both,left_only
2006,FL,12,LEE,71,582678.0,82.0,14.07295281441894,14.028622030911139,14.07295281441894,309889930.49927497,531.8373621438856,both,both
2007,FL,12,LEE,71,604716.0,86.0,14.221551935123266,14.088496419709609,14.221551935123266,295733016.5494625,489.0444713707964,both,both
2008,FL,12,LEE,71,610984.0,76.0,12.438950938158772,15.208641162050228,12.438950938158772,340703891.3772875,557.6314459581389,both,both
2009,FL,12,LEE,71,612297.0,79.0,12.902235353104784,14.500168263534942,12.902235353104784,439957915.60346246,718.5367813388967,both,both
2010,FL,12,LEE,71,620449.0,80.0,12.893888135850005,15.664955201489008,12.893888135850005,680211368.3178375,1096.321161477958,both,both
2011,FL,12,LEE,71,631053.0,75.0,11.88489714810008,14.807061928930487,11.88489714810008,586530905.6051625,929.4479316399138,both,both
2012,FL,12,LEE,71,644197.0,49.0,7.606368859215427,13.184114832066342,7.606368859215427,272185939.570275,422.5197254415575,both,both
2013,FL,12,LEE,71,659834.0,49.0,7.426110203475419,11.630726530637734,7.426110203475419,229903887.11426252,348.4268575342624,both,both
2014,FL,12,LEE,71,677232.0,66.0,9.745552484229924,12.109261541833874,9.745552484229924,232515787.173825,343.3325465628101,both,both
2015,FL,12,LEE,71,699644.0,90.0,12.863684959779544,14.987429129395773,12.863684959779544,241397542.40939996,345.029103957727,both,both
2016,FL,12,LEE,71,722649.0,,,,,257932145.50814998,356.9259011057235,left_only,both
2017,FL,12,LEE,71,740000.0,,,,,255971816.85239998,345.90786061135134,left_only,both
2018,FL,12,LEE,71,754470.0,,,,,224548386.7437,297.6240098926399,left_only,both
2019,FL,12,LEE,71,770577.0,,,,,206492274.67169997,267.9709810592582,left_only,both
2000,FL,12,,73,240571.0,,,,,,,left_only,left_only
2001,FL,12,,73,242583.0,,,,,,,left_only,left_only
2002,FL,12,,73,245404.0,,,,,,,left_only,left_only
2003,FL,12,,73,250673.0,11.0,4.3881870005943995,10.898636831861468,4.3881870005943995,,,both,left_only
2004,FL,12,,73,254188.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,73,258083.0,16.0,6.199555956804594,12.214425193420814,6.199555956804594,,,both,left_only
2006,FL,12,LEON,73,263076.0,,,14.028622030911139,14.028622030911139,43066125.541725,163.70222118978927,both,both
2007,FL,12,LEON,73,268519.0,13.0,4.841370629266458,14.088496419709609,4.841370629266458,47084672.1603125,175.34949914275154,both,both
2008,FL,12,LEON,73,271130.0,14.0,5.163574668977981,15.208641162050228,5.163574668977981,51120885.7632625,188.54750770207096,both,both
2009,FL,12,LEON,73,273263.0,,,14.500168263534942,14.500168263534942,55931095.369125,204.67862597250635,both,both
2010,FL,12,LEON,73,275971.0,,,15.664955201489008,15.664955201489008,56278634.288175,203.92952262438808,both,both
2011,FL,12,LEON,73,278371.0,13.0,4.670026690998703,14.807061928930487,4.670026690998703,57893131.99545,207.97113203404808,both,both
2012,FL,12,LEON,73,283620.0,,,13.184114832066342,13.184114832066342,61299627.1554375,216.13294956433785,both,both
2013,FL,12,LEON,73,281887.0,11.0,3.902272896586221,11.630726530637734,3.902272896586221,64777157.2920375,229.79831383510947,both,both
2014,FL,12,LEON,73,283770.0,18.0,6.343165239454487,12.109261541833874,6.343165239454487,65702518.8640875,231.53440766849033,both,both
2015,FL,12,LEON,73,285904.0,14.0,4.896748558956853,14.987429129395773,4.896748558956853,65620249.59420001,229.51847331341992,both,both
2016,FL,12,LEON,73,286744.0,,,,,64591235.22000001,225.2574952570935,left_only,both
2017,FL,12,LEON,73,290965.0,,,,,64589116.59750001,221.98242605639857,left_only,both
2018,FL,12,LEON,73,291657.0,,,,,57384461.212500006,196.75324512183835,left_only,both
2019,FL,12,LEON,73,293582.0,,,,,52567303.11750001,179.0549254296926,left_only,both
2000,FL,12,,75,34644.0,,,,,,,left_only,left_only
2001,FL,12,,75,35118.0,,,,,,,left_only,left_only
2002,FL,12,,75,35964.0,,,,,,,left_only,left_only
2003,FL,12,,75,36530.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,75,37510.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,75,38355.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,LEVY,75,39447.0,,,14.028622030911139,14.028622030911139,18659653.543,473.03099203995237,both,both
2007,FL,12,LEVY,75,40204.0,,,14.088496419709609,14.088496419709609,22316978.853724997,555.0934945210674,both,both
2008,FL,12,LEVY,75,40809.0,,,15.208641162050228,15.208641162050228,28381419.622899998,695.4696175574015,both,both
2009,FL,12,LEVY,75,40880.0,,,14.500168263534942,14.500168263534942,33731503.395899996,825.1346231873775,both,both
2010,FL,12,LEVY,75,40720.0,,,15.664955201489008,15.664955201489008,36658884.7359,900.2673068737721,both,both
2011,FL,12,LEVY,75,40151.0,,,14.807061928930487,14.807061928930487,36075006.9715875,898.4833994567383,both,both
2012,FL,12,LEVY,75,39823.0,13.0,32.64445169876704,13.184114832066342,32.64445169876704,28224040.2168,708.7371673856817,both,both
2013,FL,12,LEVY,75,39433.0,,,11.630726530637734,11.630726530637734,22850124.382725,579.467055073796,both,both
2014,FL,12,LEVY,75,39296.0,,,12.109261541833874,12.109261541833874,23933467.9725,609.0560864337338,both,both
2015,FL,12,LEVY,75,39601.0,,,14.987429129395773,14.987429129395773,22953957.9714,579.6307661776218,both,both
2016,FL,12,LEVY,75,39837.0,,,,,23366779.6239,586.5597214624595,left_only,both
2017,FL,12,LEVY,75,40276.0,,,,,23451049.90875,582.2586629444335,left_only,both
2018,FL,12,LEVY,75,40798.0,,,,,20952092.0925,513.5568432888867,left_only,both
2019,FL,12,LEVY,75,41503.0,,,,,19058753.2125,459.2138691781317,left_only,both
2000,FL,12,,77,6989.0,,,,,,,left_only,left_only
2001,FL,12,,77,7049.0,,,,,,,left_only,left_only
2002,FL,12,,77,7231.0,,,,,,,left_only,left_only
2003,FL,12,,77,7325.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,77,7449.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,77,7820.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,LIBERTY,77,8011.0,,,14.028622030911139,14.028622030911139,628449.8325,78.44836256397454,both,both
2007,FL,12,LIBERTY,77,8113.0,,,14.088496419709609,14.088496419709609,738323.0205,91.00493288549242,both,both
2008,FL,12,LIBERTY,77,8323.0,,,15.208641162050228,15.208641162050228,771974.0625,92.75189985582122,both,both
2009,FL,12,LIBERTY,77,8347.0,,,14.500168263534942,14.500168263534942,686362.8,82.22868096322033,both,both
2010,FL,12,LIBERTY,77,8349.0,,,15.664955201489008,15.664955201489008,918652.5750000001,110.03144987423644,both,both
2011,FL,12,LIBERTY,77,8264.0,,,14.807061928930487,14.807061928930487,821881.8,99.45326718296225,both,both
2012,FL,12,LIBERTY,77,8301.0,,,13.184114832066342,13.184114832066342,764579.25,92.10688471268521,both,both
2013,FL,12,LIBERTY,77,8357.0,,,11.630726530637734,11.630726530637734,677714.175,81.09539009213833,both,both
2014,FL,12,LIBERTY,77,8418.0,,,12.109261541833874,12.109261541833874,676237.125,80.33227904490377,both,both
2015,FL,12,LIBERTY,77,8409.0,,,14.987429129395773,14.987429129395773,799311.3,95.05426328933287,both,both
2016,FL,12,LIBERTY,77,8300.0,,,,,928828.9125,111.90709789156627,left_only,both
2017,FL,12,LIBERTY,77,8236.0,,,,,848610.375,103.03671381738708,left_only,both
2018,FL,12,LIBERTY,77,8427.0,,,,,617221.2,73.24328942684228,left_only,both
2019,FL,12,LIBERTY,77,8354.0,,,,,585461.925,70.0816285611683,left_only,both
2000,FL,12,,79,18734.0,,,,,,,left_only,left_only
2001,FL,12,,79,18859.0,,,,,,,left_only,left_only
2002,FL,12,,79,18707.0,,,,,,,left_only,left_only
2003,FL,12,,79,18778.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,79,19075.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,79,19070.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,MADISON,79,19299.0,,,14.028622030911139,14.028622030911139,2315633.3313625,119.98721857933053,both,both
2007,FL,12,MADISON,79,19322.0,,,14.088496419709609,14.088496419709609,2632527.374225,136.24507681528826,both,both
2008,FL,12,MADISON,79,19347.0,,,15.208641162050228,15.208641162050228,2793881.2853624998,144.40901872964798,both,both
2009,FL,12,MADISON,79,19329.0,,,14.500168263534942,14.500168263534942,3390406.7293125,175.40518026346422,both,both
2010,FL,12,MADISON,79,19248.0,,,15.664955201489008,15.664955201489008,4031577.5324999997,209.4543605829177,both,both
2011,FL,12,MADISON,79,19130.0,,,14.807061928930487,14.807061928930487,4646215.5075,242.87587598013593,both,both
2012,FL,12,MADISON,79,18972.0,,,13.184114832066342,13.184114832066342,4507637.955,237.5942417773561,both,both
2013,FL,12,MADISON,79,18753.0,,,11.630726530637734,11.630726530637734,4423100.7675,235.86096984482484,both,both
2014,FL,12,MADISON,79,18601.0,,,12.109261541833874,12.109261541833874,4200025.845,225.79570157518413,both,both
2015,FL,12,MADISON,79,18478.0,,,14.987429129395773,14.987429129395773,4350413.895,235.43748755276542,both,both
2016,FL,12,MADISON,79,18316.0,,,,,4417967.7039,241.20810787835774,left_only,both
2017,FL,12,MADISON,79,18474.0,,,,,4433947.575,240.01015345891525,left_only,both
2018,FL,12,MADISON,79,18540.0,,,,,3930549.8249999997,212.00376618122976,left_only,both
2019,FL,12,MADISON,79,18493.0,,,,,4102564.3725,221.8441773914454,left_only,both
2000,FL,12,,81,265644.0,,,,,,,left_only,left_only
2001,FL,12,,81,272281.0,,,,,,,left_only,left_only
2002,FL,12,,81,279950.0,,,,,,,left_only,left_only
2003,FL,12,,81,287000.0,42.0,14.634146341463413,10.898636831861468,14.634146341463413,,,both,left_only
2004,FL,12,,81,296183.0,46.0,15.530938642663488,11.443833776867127,15.530938642663488,,,both,left_only
2005,FL,12,,81,306845.0,43.0,14.013589923251153,12.214425193420814,14.013589923251153,,,both,left_only
2006,FL,12,MANATEE,81,313771.0,43.0,13.704262025489927,14.028622030911139,13.704262025489927,150205053.4306125,478.70916506182056,both,both
2007,FL,12,MANATEE,81,316410.0,46.0,14.538099301539143,14.088496419709609,14.538099301539143,172451477.86868998,545.0253717287379,both,both
2008,FL,12,MANATEE,81,318766.0,45.0,14.11693844387419,15.208641162050228,14.11693844387419,196742160.98475,617.1993279858893,both,both
2009,FL,12,MANATEE,81,320711.0,58.0,18.08481779546071,14.500168263534942,18.08481779546071,228286093.4152125,711.8124835606278,both,both
2010,FL,12,MANATEE,81,323424.0,61.0,18.860690610467994,15.664955201489008,18.860690610467994,350679301.80885,1084.271117198631,both,both
2011,FL,12,MANATEE,81,327549.0,63.0,19.233763497980455,14.807061928930487,19.233763497980455,326448899.4708375,996.6414169203309,both,both
