year,state_name,state_fips,county_name,county_fips,total_population,death_drug_poisonings_unintentional,mortality_rate_unintentional_drug_poisoning,mean_mortality_rate_unintentional_drug_poisoning_per_state_year,filled_mortality_rate_unintentional_drug_poisoning,mme,mme_per_capita,merge_population_vitalstatistics,merge_population_vitalstatistics_opioids
2000,DE,10,,1,127229.0,,,,,,,left_only,left_only
2001,DE,10,,1,129228.0,,,,,,,left_only,left_only
2002,DE,10,,1,131824.0,,,,,,,left_only,left_only
2003,DE,10,,1,134605.0,10.0,7.429144534006909,7.696941057664898,7.429144534006909,,,both,left_only
2004,DE,10,,1,139342.0,,,5.693178862479285,5.693178862479285,,,both,left_only
2005,DE,10,,1,144585.0,,,7.069933103146503,7.069933103146503,,,both,left_only
2006,DE,10,KENT,1,149704.0,11.0,7.34783305723294,7.562575681002588,7.34783305723294,46297924.487762496,309.26310912041424,both,both
2007,DE,10,KENT,1,153969.0,,,7.382630341396858,7.382630341396858,57367638.109125,372.5921328911989,both,both
2008,DE,10,KENT,1,157925.0,11.0,6.965331644768086,9.803144084106231,6.965331644768086,71992178.0344875,455.86308712672155,both,both
2009,DE,10,KENT,1,160081.0,15.0,9.370256307744205,11.46980675810057,9.370256307744205,80408464.4288625,502.29861400704954,both,both
2010,DE,10,KENT,1,162956.0,19.0,11.65958909153391,12.934070887692625,11.65958909153391,100467016.57511249,616.5284897463886,both,both
2011,DE,10,KENT,1,165110.0,24.0,14.535764036097149,13.100450073608991,14.535764036097149,118795197.74283749,719.4912345880775,both,both
2012,DE,10,KENT,1,167297.0,28.0,16.736701793815786,12.510714918605046,16.736701793815786,103064697.76511249,616.0582542730144,both,both
2013,DE,10,KENT,1,169038.0,28.0,16.564322814988348,14.506067693931366,16.564322814988348,94221330.2738625,557.3973323978188,both,both
2014,DE,10,KENT,1,171456.0,32.0,18.66368047779022,16.42411487475331,18.66368047779022,91500492.630225,533.667486878412,both,both
2015,DE,10,KENT,1,173128.0,34.0,19.638648860958366,18.47957621108606,19.638648860958366,82765038.5439,478.0569205668638,both,both
2016,DE,10,KENT,1,174542.0,,,,,76675448.86875,439.29512019313404,left_only,both
2017,DE,10,KENT,1,176499.0,,,,,70887612.65625,401.6318089975014,left_only,both
2018,DE,10,KENT,1,178540.0,,,,,66827556.146400005,374.30019125350066,left_only,both
2019,DE,10,KENT,1,180786.0,,,,,58863156.885,325.5957700540971,left_only,both
2000,DE,10,,3,501837.0,,,,,,,left_only,left_only
2001,DE,10,,3,506026.0,,,,,,,left_only,left_only
2002,DE,10,,3,510158.0,,,,,,,left_only,left_only
2003,DE,10,,3,514769.0,41.0,7.964737581322885,7.696941057664898,7.964737581322885,,,both,left_only
2004,DE,10,,3,518944.0,26.0,5.010174508232102,5.693178862479285,5.010174508232102,,,both,left_only
2005,DE,10,,3,523343.0,37.0,7.069933103146503,7.069933103146503,7.069933103146503,,,both,left_only
2006,DE,10,NEW CASTLE,3,527174.0,41.0,7.777318304772238,7.562575681002588,7.777318304772238,203747339.21648756,386.4897343504944,both,both
2007,DE,10,NEW CASTLE,3,530555.0,50.0,9.424093637794385,7.382630341396858,9.424093637794385,235060656.8647125,443.04672817090125,both,both
2008,DE,10,NEW CASTLE,3,533958.0,67.0,12.547803385284984,9.803144084106231,12.547803385284984,299378942.215775,560.678821584797,both,both
2009,DE,10,NEW CASTLE,3,536898.0,60.0,11.175307041560968,11.46980675810057,11.175307041560968,354421614.41437507,660.1283938743952,both,both
2010,DE,10,NEW CASTLE,3,538752.0,70.0,12.992991209313375,12.934070887692625,12.992991209313375,397162946.93475,737.1906683126002,both,both
2011,DE,10,NEW CASTLE,3,541909.0,72.0,13.286363577648647,13.100450073608991,13.286363577648647,417031860.1148625,769.5606829096075,both,both
2012,DE,10,NEW CASTLE,3,544848.0,65.0,11.929932751886763,12.510714918605046,11.929932751886763,367114010.62713754,673.7916090857221,both,both
2013,DE,10,NEW CASTLE,3,548331.0,76.0,13.860241350571096,14.506067693931366,13.860241350571096,311420456.61090004,567.9424592279117,both,both
2014,DE,10,NEW CASTLE,3,550768.0,90.0,16.34081863870087,16.42411487475331,16.34081863870087,289548217.15886253,525.7172115280164,both,both
2015,DE,10,NEW CASTLE,3,553488.0,95.0,17.163877084959385,18.47957621108606,17.163877084959385,277563624.5814,501.480835323259,both,both
2016,DE,10,NEW CASTLE,3,555058.0,,,,,262966432.0992,473.763880710124,left_only,both
2017,DE,10,NEW CASTLE,3,555976.0,,,,,232262672.35500002,417.7566520047628,left_only,both
2018,DE,10,NEW CASTLE,3,557550.0,,,,,201929859.86249998,362.1735447269303,left_only,both
2019,DE,10,NEW CASTLE,3,558753.0,,,,,168382370.97,301.3538557645328,left_only,both
2000,DE,10,,5,157307.0,,,,,,,left_only,left_only
2001,DE,10,,5,160445.0,,,,,,,left_only,left_only
2002,DE,10,,5,164187.0,,,,,,,left_only,left_only
2003,DE,10,,5,168629.0,,,7.696941057664898,7.696941057664898,,,both,left_only
2004,DE,10,,5,172517.0,11.0,6.376183216726468,5.693178862479285,6.376183216726468,,,both,left_only
2005,DE,10,,5,177222.0,,,7.069933103146503,7.069933103146503,,,both,left_only
2006,DE,10,SUSSEX,5,182390.0,,,7.562575681002588,7.562575681002588,106384006.8425,583.277629489007,both,both
2007,DE,10,SUSSEX,5,187225.0,10.0,5.341167044999332,7.382630341396858,5.341167044999332,144192422.639325,770.1558159397783,both,both
2008,DE,10,SUSSEX,5,191991.0,19.0,9.896297222265627,9.803144084106231,9.896297222265627,191183863.7364,995.7959682297608,both,both
2009,DE,10,SUSSEX,5,194751.0,27.0,13.863856924996535,11.46980675810057,13.863856924996535,226555096.448175,1163.3064602912182,both,both
2010,DE,10,SUSSEX,5,197885.0,28.0,14.149632362230589,12.934070887692625,14.149632362230589,282658594.095225,1428.3982823115698,both,both
2011,DE,10,SUSSEX,5,200362.0,23.0,11.479222607081184,13.100450073608991,11.479222607081184,320865165.42795,1601.4272438284206,both,both
2012,DE,10,SUSSEX,5,203034.0,18.0,8.865510210112593,12.510714918605046,8.865510210112593,203383087.967025,1001.7193571866043,both,both
2013,DE,10,SUSSEX,5,206207.0,27.0,13.093638916234656,14.506067693931366,13.093638916234656,158516350.5502125,768.7243912680583,both,both
2014,DE,10,SUSSEX,5,210263.0,30.0,14.267845507768843,16.42411487475331,14.267845507768843,153132404.97611248,728.2898321440886,both,both
2015,DE,10,SUSSEX,5,214636.0,40.0,18.63620268734043,18.47957621108606,18.63620268734043,129133384.9701,601.6389840012858,both,both
2016,DE,10,SUSSEX,5,219321.0,,,,,123530043.3039,563.2385558332307,left_only,both
2017,DE,10,SUSSEX,5,224348.0,,,,,114636904.23,510.97805298019153,left_only,both
2018,DE,10,SUSSEX,5,229389.0,,,,,96259504.755,419.6343536743261,left_only,both
2019,DE,10,SUSSEX,5,234225.0,,,,,81279611.595,347.0150991354467,left_only,both
2000,FL,12,,1,218611.0,,,,,,,left_only,left_only
2001,FL,12,,1,221718.0,,,,,,,left_only,left_only
2002,FL,12,,1,224614.0,,,,,,,left_only,left_only
2003,FL,12,,1,227022.0,11.0,4.8453453850287636,10.898636831861468,4.8453453850287636,,,both,left_only
2004,FL,12,,1,229867.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,1,233756.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,ALACHUA,1,239506.0,,,14.028622030911139,14.028622030911139,82596618.68772501,344.86241967936087,both,both
2007,FL,12,ALACHUA,1,242685.0,17.0,7.004965284216165,14.088496419709609,7.004965284216165,95264077.6667875,392.54209228748175,both,both
2008,FL,12,ALACHUA,1,244888.0,,,15.208641162050228,15.208641162050228,114679035.9417625,468.29177396100465,both,both
2009,FL,12,ALACHUA,1,246657.0,15.0,6.081319403057687,14.500168263534942,6.081319403057687,141292808.080425,572.831130194663,both,both
2010,FL,12,ALACHUA,1,247614.0,15.0,6.057815793937338,15.664955201489008,6.057815793937338,150921955.5058875,609.504937143649,both,both
2011,FL,12,ALACHUA,1,249834.0,14.0,5.603720870658117,14.807061928930487,5.603720870658117,145586208.8542875,582.7317693119732,both,both
2012,FL,12,ALACHUA,1,251520.0,14.0,5.566157760814249,13.184114832066342,5.566157760814249,127724752.5065625,507.8115160089158,both,both
2013,FL,12,ALACHUA,1,252475.0,12.0,4.752945836221408,11.630726530637734,4.752945836221408,107443038.990675,425.55912066808594,both,both
2014,FL,12,ALACHUA,1,255456.0,19.0,7.437680070149067,12.109261541833874,7.437680070149067,102635251.905,401.77271978344606,both,both
2015,FL,12,ALACHUA,1,259052.0,23.0,8.878526319040192,14.987429129395773,8.878526319040192,105979623.5025,409.10559849952904,both,both
2016,FL,12,ALACHUA,1,263959.0,,,,,105918512.1078,401.26880351797064,left_only,both
2017,FL,12,ALACHUA,1,266309.0,,,,,103774427.76,389.6767580517369,left_only,both
2018,FL,12,ALACHUA,1,268851.0,,,,,87171105.6864,324.2357502348884,left_only,both
2019,FL,12,ALACHUA,1,269043.0,,,,,78445642.8525,291.5728818534584,left_only,both
2000,FL,12,,3,22374.0,,,,,,,left_only,left_only
2001,FL,12,,3,22620.0,,,,,,,left_only,left_only
2002,FL,12,,3,23298.0,,,,,,,left_only,left_only
2003,FL,12,,3,23555.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,3,24142.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,3,24832.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,BAKER,3,25571.0,,,14.028622030911139,14.028622030911139,11900178.637500001,465.37791394548515,both,both
2007,FL,12,BAKER,3,26212.0,,,14.088496419709609,14.088496419709609,13793788.183225,526.2394393111933,both,both
2008,FL,12,BAKER,3,26725.0,,,15.208641162050228,15.208641162050228,15651322.154225001,585.6434856585595,both,both
2009,FL,12,BAKER,3,27124.0,,,14.500168263534942,14.500168263534942,19166920.8,706.6406429730129,both,both
2010,FL,12,BAKER,3,27066.0,,,15.664955201489008,15.664955201489008,29826856.41,1102.0045965417867,both,both
2011,FL,12,BAKER,3,27049.0,,,14.807061928930487,14.807061928930487,32781684.975,1211.93703926208,both,both
2012,FL,12,BAKER,3,27053.0,,,13.184114832066342,13.184114832066342,21661368.66,800.7011665988985,both,both
2013,FL,12,BAKER,3,27009.0,,,11.630726530637734,11.630726530637734,18561428.4675,687.2312365322671,both,both
2014,FL,12,BAKER,3,27122.0,,,12.109261541833874,12.109261541833874,16525448.49,609.3005121303738,both,both
2015,FL,12,BAKER,3,27355.0,,,14.987429129395773,14.987429129395773,14955377.272499999,546.714577682325,both,both
2016,FL,12,BAKER,3,27884.0,,,,,14616676.252500001,524.195820273275,left_only,both
2017,FL,12,BAKER,3,28254.0,,,,,15202159.92,538.0533701422808,left_only,both
2018,FL,12,BAKER,3,28353.0,,,,,12157768.17,428.80006242725636,left_only,both
2019,FL,12,BAKER,3,29210.0,,,,,10402204.4625,356.11792066073264,left_only,both
2000,FL,12,,5,148393.0,,,,,,,left_only,left_only
2001,FL,12,,5,150207.0,,,,,,,left_only,left_only
2002,FL,12,,5,152741.0,,,,,,,left_only,left_only
2003,FL,12,,5,155044.0,21.0,13.544542194473827,10.898636831861468,13.544542194473827,,,both,left_only
2004,FL,12,,5,158804.0,18.0,11.334727084960075,11.443833776867127,11.334727084960075,,,both,left_only
2005,FL,12,,5,162917.0,17.0,10.434761258800494,12.214425193420814,10.434761258800494,,,both,left_only
2006,FL,12,BAY,5,165644.0,21.0,12.677790925116515,14.028622030911139,12.677790925116515,61998420.30707501,374.2871477812357,both,both
2007,FL,12,BAY,5,165345.0,30.0,18.143880976140796,14.088496419709609,18.143880976140796,61276517.2742625,370.5979453522181,both,both
2008,FL,12,BAY,5,166267.0,23.0,13.833171946327292,15.208641162050228,13.833171946327292,65678361.991262496,395.01742372967874,both,both
2009,FL,12,BAY,5,167464.0,18.0,10.748578799025463,14.500168263534942,10.748578799025463,68148027.58293751,406.9413580407581,both,both
2010,FL,12,BAY,5,169206.0,22.0,13.001903005803577,15.664955201489008,13.001903005803577,72649016.4206625,429.35248407658423,both,both
2011,FL,12,BAY,5,169555.0,,,14.807061928930487,14.807061928930487,73271282.61768751,432.1387314894135,both,both
2012,FL,12,BAY,5,171757.0,15.0,8.733268513073703,13.184114832066342,8.733268513073703,73297777.451325,426.75278126262685,both,both
2013,FL,12,BAY,5,174596.0,19.0,10.882265343994135,11.630726530637734,10.882265343994135,75889627.0995,434.65845208080367,both,both
2014,FL,12,BAY,5,178289.0,22.0,12.339516178788372,12.109261541833874,12.339516178788372,86676138.3079125,486.1552777115386,both,both
2015,FL,12,BAY,5,181488.0,25.0,13.77501542801728,14.987429129395773,13.77501542801728,93021792.2691,512.5506494594683,both,both
2016,FL,12,BAY,5,183634.0,,,,,99365693.3826,541.107275246414,left_only,both
2017,FL,12,BAY,5,184736.0,,,,,98078259.85919999,530.9103794560887,left_only,both
2018,FL,12,BAY,5,186240.0,,,,,85976397.1956,461.64302617912375,left_only,both
2019,FL,12,BAY,5,174705.0,,,,,76891028.4567,440.1192207246501,left_only,both
2000,FL,12,,7,26064.0,,,,,,,left_only,left_only
2001,FL,12,,7,26083.0,,,,,,,left_only,left_only
2002,FL,12,,7,26306.0,,,,,,,left_only,left_only
2003,FL,12,,7,27035.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,7,27703.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,7,28098.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,BRADFORD,7,28506.0,,,14.028622030911139,14.028622030911139,13424830.8949,470.94755121377955,both,both
2007,FL,12,BRADFORD,7,28825.0,,,14.088496419709609,14.088496419709609,15855501.145125,550.0607509150043,both,both
2008,FL,12,BRADFORD,7,28961.0,,,15.208641162050228,15.208641162050228,17501063.6835,604.2976307275301,both,both
2009,FL,12,BRADFORD,7,28979.0,,,14.500168263534942,14.500168263534942,21250949.6668125,733.3223943825702,both,both
2010,FL,12,BRADFORD,7,28536.0,,,15.664955201489008,15.664955201489008,26556482.1788625,930.6308585247582,both,both
2011,FL,12,BRADFORD,7,28431.0,,,14.807061928930487,14.807061928930487,21271734.8625,748.1880645246387,both,both
2012,FL,12,BRADFORD,7,27051.0,,,13.184114832066342,13.184114832066342,16872471.0225,623.7281809360098,both,both
2013,FL,12,BRADFORD,7,26802.0,,,11.630726530637734,11.630726530637734,13693047.2925,510.8964738638908,both,both
2014,FL,12,BRADFORD,7,26552.0,,,12.109261541833874,12.109261541833874,13183908.525,496.53165580747213,both,both
2015,FL,12,BRADFORD,7,26748.0,,,14.987429129395773,14.987429129395773,11803059.015,441.26884309107226,both,both
2016,FL,12,BRADFORD,7,26740.0,,,,,12822804.945,479.5364601720269,left_only,both
2017,FL,12,BRADFORD,7,27142.0,,,,,12001169.25,442.162303809594,left_only,both
2018,FL,12,BRADFORD,7,27752.0,,,,,10092603.120000001,363.671199192851,left_only,both
2019,FL,12,BRADFORD,7,28201.0,,,,,8742214.4025,309.9966101379384,left_only,both
2000,FL,12,,9,477819.0,,,,,,,left_only,left_only
2001,FL,12,,9,486429.0,,,,,,,left_only,left_only
2002,FL,12,,9,495425.0,,,,,,,left_only,left_only
2003,FL,12,,9,504847.0,83.0,16.44062458527039,10.898636831861468,16.44062458527039,,,both,left_only
2004,FL,12,,9,518722.0,96.0,18.507023029676784,11.443833776867127,18.507023029676784,,,both,left_only
2005,FL,12,,9,529907.0,90.0,16.984112306499064,12.214425193420814,16.984112306499064,,,both,left_only
2006,FL,12,BREVARD,9,535138.0,81.0,15.136282603739597,14.028622030911139,15.136282603739597,201185880.97307497,375.95140127046665,both,both
2007,FL,12,BREVARD,9,539719.0,84.0,15.563654420170495,14.088496419709609,15.563654420170495,246517125.9982375,456.75087591549953,both,both
2008,FL,12,BREVARD,9,542378.0,109.0,20.096685337532126,15.208641162050228,20.096685337532126,317956816.4787875,586.2273478621689,both,both
2009,FL,12,BREVARD,9,542109.0,122.0,22.504699239451842,14.500168263534942,22.504699239451842,365377071.24435,673.991893225071,both,both
2010,FL,12,BREVARD,9,543965.0,119.0,21.876407489452447,15.664955201489008,21.876407489452447,498742872.4169625,916.8657402902071,both,both
2011,FL,12,BREVARD,9,544359.0,107.0,19.656146035979933,14.807061928930487,19.656146035979933,481216048.45874995,884.004946108634,both,both
2012,FL,12,BREVARD,9,546966.0,98.0,17.91701860810361,13.184114832066342,17.91701860810361,363118834.53735,663.8782566692445,both,both
2013,FL,12,BREVARD,9,550255.0,82.0,14.90218171574997,11.630726530637734,14.90218171574997,309596112.6426375,562.6411620841927,both,both
2014,FL,12,BREVARD,9,555548.0,96.0,17.280235011196154,12.109261541833874,17.280235011196154,309433019.71061254,556.9870105024454,both,both
2015,FL,12,BREVARD,9,565746.0,132.0,23.332025325852946,14.987429129395773,23.332025325852946,316321655.9259,559.1230975135485,both,both
2016,FL,12,BREVARD,9,576874.0,,,,,329078437.13655,570.4511507479103,left_only,both
2017,FL,12,BREVARD,9,587769.0,,,,,323507872.25909996,550.3996846705082,left_only,both
2018,FL,12,BREVARD,9,595203.0,,,,,274196494.6329,460.6772725152595,left_only,both
2019,FL,12,BREVARD,9,601942.0,,,,,237793216.7532,395.0434041040499,left_only,both
2000,FL,12,,11,1630600.0,,,,,,,left_only,left_only
2001,FL,12,,11,1662848.0,,,,,,,left_only,left_only
2002,FL,12,,11,1690118.0,,,,,,,left_only,left_only
2003,FL,12,,11,1707543.0,170.0,9.955825416988034,10.898636831861468,9.955825416988034,,,both,left_only
2004,FL,12,,11,1725461.0,190.0,11.011549956794155,11.443833776867127,11.011549956794155,,,both,left_only
2005,FL,12,,11,1746896.0,224.0,12.822743884009123,12.214425193420814,12.822743884009123,,,both,left_only
2006,FL,12,BROWARD,11,1739348.0,215.0,12.360953644699048,14.028622030911139,12.360953644699048,1222607147.4960625,702.9111756221656,both,both
2007,FL,12,BROWARD,11,1720825.0,222.0,12.900788865805644,14.088496419709609,12.900788865805644,1720365451.2014875,999.732948557516,both,both
2008,FL,12,BROWARD,11,1723633.0,242.0,14.040111787137983,15.208641162050228,14.040111787137983,2180566108.924262,1265.098840022361,both,both
2009,FL,12,BROWARD,11,1733310.0,242.0,13.96172640785549,14.500168263534942,13.96172640785549,2584570212.9216194,1491.1182725084489,both,both
2010,FL,12,BROWARD,11,1752803.0,205.0,11.695552780318154,15.664955201489008,11.695552780318154,2995369311.100425,1708.9024329034266,both,both
2011,FL,12,BROWARD,11,1786980.0,186.0,10.408622368465233,14.807061928930487,10.408622368465233,1491931753.3003876,834.8900118078477,both,both
2012,FL,12,BROWARD,11,1814253.0,191.0,10.527748886180703,13.184114832066342,10.527748886180703,808639092.8198625,445.71462349510375,both,both
2013,FL,12,BROWARD,11,1836600.0,155.0,8.439507786126537,11.630726530637734,8.439507786126537,591260716.23435,321.9322205348742,both,both
2014,FL,12,BROWARD,11,1860933.0,180.0,9.67256747018834,12.109261541833874,9.67256747018834,570431129.6109375,306.5296437920857,both,both
2015,FL,12,BROWARD,11,1885040.0,252.0,13.368416585324448,14.987429129395773,13.368416585324448,568954279.9442998,301.8261044562979,both,both
2016,FL,12,BROWARD,11,1912583.0,,,,,592489892.6917499,309.78519242916514,left_only,both
2017,FL,12,BROWARD,11,1934516.0,,,,,591898070.1479999,305.9670068110059,left_only,both
2018,FL,12,BROWARD,11,1946107.0,,,,,515055491.20530003,264.65938985127747,left_only,both
2019,FL,12,BROWARD,11,1952778.0,,,,,467910584.86800003,239.61279001914198,left_only,both
2000,FL,12,,13,13040.0,,,,,,,left_only,left_only
2001,FL,12,,13,12847.0,,,,,,,left_only,left_only
2002,FL,12,,13,12947.0,,,,,,,left_only,left_only
2003,FL,12,,13,13293.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,13,13445.0,,,11.443833776867127,11.443833776867127,,,both,left_only
2005,FL,12,,13,13850.0,,,12.214425193420814,12.214425193420814,,,both,left_only
2006,FL,12,CALHOUN,13,13997.0,,,14.028622030911139,14.028622030911139,1851905.823,132.30733892977068,both,both
2007,FL,12,CALHOUN,13,14222.0,,,14.088496419709609,14.088496419709609,2021532.2535,142.14120753058643,both,both
2008,FL,12,CALHOUN,13,14351.0,,,15.208641162050228,15.208641162050228,2225156.55,155.05236917287993,both,both
2009,FL,12,CALHOUN,13,14692.0,,,14.500168263534942,14.500168263534942,2580235.47,175.62179893819768,both,both
2010,FL,12,CALHOUN,13,14647.0,,,15.664955201489008,15.664955201489008,2722435.965,185.86986857376937,both,both
2011,FL,12,CALHOUN,13,14717.0,,,14.807061928930487,14.807061928930487,2810688.7313624998,190.9824509996942,both,both
2012,FL,12,CALHOUN,13,14665.0,,,13.184114832066342,13.184114832066342,2793381.48,190.4794735765428,both,both
2013,FL,12,CALHOUN,13,14578.0,,,11.630726530637734,11.630726530637734,2826420.5288625,193.88259904393607,both,both
2014,FL,12,CALHOUN,13,14450.0,,,12.109261541833874,12.109261541833874,2960742.6975,204.8956884083045,both,both
2015,FL,12,CALHOUN,13,14406.0,,,14.987429129395773,14.987429129395773,3345078.375,232.20035922532279,both,both
2016,FL,12,CALHOUN,13,14330.0,,,,,3366272.2424999997,234.91083339148636,left_only,both
2017,FL,12,CALHOUN,13,14428.0,,,,,3638241.1575,252.16531449265318,left_only,both
2018,FL,12,CALHOUN,13,14543.0,,,,,3590676.36,246.90066423709,left_only,both
2019,FL,12,CALHOUN,13,14105.0,,,,,3774685.185,267.61327082594823,left_only,both
2000,FL,12,,15,142266.0,,,,,,,left_only,left_only
2001,FL,12,,15,146311.0,,,,,,,left_only,left_only
2002,FL,12,,15,150123.0,,,,,,,left_only,left_only
2003,FL,12,,15,153235.0,,,10.898636831861468,10.898636831861468,,,both,left_only
2004,FL,12,,15,157755.0,17.0,10.776203606858736,11.443833776867127,10.776203606858736,,,both,left_only
2005,FL,12,,15,155262.0,11.0,7.084798598498022,12.214425193420814,7.084798598498022,,,both,left_only
2006,FL,12,CHARLOTTE,15,157099.0,,,14.028622030911139,14.028622030911139,82123309.59293751,522.7487736582506,both,both
2007,FL,12,CHARLOTTE,15,159742.0,,,14.088496419709609,14.088496419709609,103382876.4522,647.1865661641897,both,both
2008,FL,12,CHARLOTTE,15,160467.0,,,15.208641162050228,15.208641162050228,142313483.760525,886.8707195904765,both,both
2009,FL,12,CHARLOTTE,15,159629.0,,,14.500168263534942,14.500168263534942,191577123.6574875,1200.1398471298291,both,both
2010,FL,12,CHARLOTTE,15,159875.0,,,15.664955201489008,15.664955201489008,230697547.824525,1442.9870075028928,both,both
2011,FL,12,CHARLOTTE,15,159869.0,10.0,6.255121380630391,14.807061928930487,6.255121380630391,207040675.5081375,1295.0645560311098,both,both
2012,FL,12,CHARLOTTE,15,162744.0,,,13.184114832066342,13.184114832066342,120952404.183375,743.2065340865101,both,both
2013,FL,12,CHARLOTTE,15,164671.0,,,11.630726530637734,11.630726530637734,82750438.620225,502.519803852682,both,both
2014,FL,12,CHARLOTTE,15,168041.0,12.0,7.141114370897578,12.109261541833874,7.141114370897578,82230250.980225,489.3463558311662,both,both
2015,FL,12,CHARLOTTE,15,172382.0,11.0,6.381176688981449,14.987429129395773,6.381176688981449,80954782.13700001,469.6243351219965,both,both
2016,FL,12,CHARLOTTE,15,177671.0,,,,,84754660.9854,477.0314850786004,left_only,both
2017,FL,12,CHARLOTTE,15,181522.0,,,,,80682824.1156,444.4795898877271,left_only,both
2018,FL,12,CHARLOTTE,15,184849.0,,,,,68168765.8275,368.7808201694356,left_only,both
2019,FL,12,CHARLOTTE,15,188910.0,,,,,61293488.295,324.45867500397014,left_only,both
2000,FL,12,,17,118649.0,,,,,,,left_only,left_only
2001,FL,12,,17,121197.0,,,,,,,left_only,left_only
2002,FL,12,,17,123491.0,,,,,,,left_only,left_only
2003,FL,12,,17,126215.0,16.0,12.67678168205047,10.898636831861468,12.67678168205047,,,both,left_only
2004,FL,12,,17,129840.0,12.0,9.242144177449168,11.443833776867127,9.242144177449168,,,both,left_only
2005,FL,12,,17,133791.0,14.0,10.46408203840318,12.214425193420814,10.46408203840318,,,both,left_only
2006,FL,12,CITRUS,17,137826.0,23.0,16.68770768940548,14.028622030911139,16.68770768940548,49645695.364337504,360.2055879466683,both,both
2007,FL,12,CITRUS,17,140974.0,17.0,12.058961226892901,14.088496419709609,12.058961226892901,58422098.74811251,414.41754329246885,both,both
2008,FL,12,CITRUS,17,142122.0,25.0,17.590520820140444,15.208641162050228,17.590520820140444,71761735.51966251,504.93052109921416,both,both
2009,FL,12,CITRUS,17,141381.0,19.0,13.43886377943288,14.500168263534942,13.43886377943288,81649611.79245001,577.5147423801643,both,both
2010,FL,12,CITRUS,17,141173.0,27.0,19.12547016780829,15.664955201489008,19.12547016780829,108891929.2177875,771.336793988847,both,both
2011,FL,12,CITRUS,17,139764.0,29.0,20.749263043416047,14.807061928930487,20.749263043416047,148629061.75953752,1063.4287925326803,both,both
2012,FL,12,CITRUS,17,139180.0,37.0,26.584279350481392,13.184114832066342,26.584279350481392,101552389.19385001,729.647860280572,both,both
2013,FL,12,CITRUS,17,138829.0,24.0,17.28745435031586,11.630726530637734,17.28745435031586,77246264.9518125,556.4130329528593,both,both
2014,FL,12,CITRUS,17,138828.0,24.0,17.287578874578614,12.109261541833874,17.287578874578614,73737786.691575,531.1449181114401,both,both
2015,FL,12,CITRUS,17,140287.0,25.0,17.820610605401786,14.987429129395773,17.820610605401786,76439541.36060001,544.8797205771027,both,both
2016,FL,12,CITRUS,17,142804.0,,,,,85136781.2703,596.1792475721969,left_only,both
2017,FL,12,CITRUS,17,145415.0,,,,,86167439.0853,592.5622465722244,left_only,both
2018,FL,12,CITRUS,17,147682.0,,,,,78243309.075,529.8093814750613,left_only,both
2019,FL,12,CITRUS,17,149657.0,,,,,69058584.6339,461.4457368108408,left_only,both
2000,FL,12,,19,141629.0,,,,,,,left_only,left_only
2001,FL,12,,19,145685.0,,,,,,,left_only,left_only
2002,FL,12,,19,150947.0,,,,,,,left_only,left_only
2003,FL,12,,19,155620.0,16.0,10.281454825857859,10.898636831861468,10.281454825857859,,,both,left_only
2004,FL,12,,19,163238.0,22.0,13.477254070743333,11.443833776867127,13.477254070743333,,,both,left_only
2005,FL,12,,19,169418.0,14.0,8.26358474306154,12.214425193420814,8.26358474306154,,,both,left_only
2006,FL,12,CLAY,19,178339.0,15.0,8.41094768951267,14.028622030911139,8.41094768951267,69326381.8772,388.73371431487226,both,both
2007,FL,12,CLAY,19,184256.0,26.0,14.110802361931226,14.088496419709609,14.110802361931226,85822933.064825,465.78094099961464,both,both
2008,FL,12,CLAY,19,187289.0,19.0,10.14474955816946,15.208641162050228,10.14474955816946,98532925.9160125,526.1009771850589,both,both
2009,FL,12,CLAY,19,189101.0,29.0,15.335720064938842,14.500168263534942,15.335720064938842,125026956.21611251,661.1649658971264,both,both
2010,FL,12,CLAY,19,191451.0,20.0,10.446537234070336,15.664955201489008,10.446537234070336,144973291.6130625,757.2344443907971,both,both
2011,FL,12,CLAY,19,192314.0,23.0,11.959607724866624,14.807061928930487,11.959607724866624,149339277.37215,776.5387718634629,both,both
2012,FL,12,CLAY,19,193861.0,28.0,14.443338268140575,13.184114832066342,14.443338268140575,134460972.4045125,693.5947529648175,both,both
2013,FL,12,CLAY,19,195657.0,31.0,15.84405362445504,11.630726530637734,15.84405362445504,107840971.2347625,551.1735906957712,both,both
2014,FL,12,CLAY,19,198570.0,26.0,13.093619378556681,12.109261541833874,13.093619378556681,95467193.745675,480.7734992479982,both,both
2015,FL,12,CLAY,19,202392.0,41.0,20.257717696351634,14.987429129395773,20.257717696351634,92754460.53390001,458.291140627594,both,both
2016,FL,12,CLAY,19,207246.0,,,,,91378907.13000001,440.92000390839877,left_only,both
